customer_id,market,acquisition_channel,acquisition_date
C01419,LT,Affiliate,2025-03-06
C01420,LV,Organic Search,2025-04-27
C01421,EE,CRM,2025-01-12
C01422,EE,CRM,2025-08-23
C01423,LT,Paid Social,2025-04-27
C01424,EE,Paid Search,2025-05-15
C01425,LV,Organic Search,2025-09-09
C01426,LV,Paid Social,2025-10-18
C01427,EE,Affiliate,2025-05-27
C01428,LV,Paid Search,2025-03-11
C01429,LT,Paid Search,2025-02-16
C01430,LT,Paid Search,2025-01-14
C01431,EE,CRM,2025-04-15
C01432,LT,Paid Search,2025-09-27
C01433,EE,Affiliate,2025-02-13
C01434,LT,Paid Search,2025-05-08
C01435,EE,Paid Social,2025-06-27
C01436,LV,Affiliate,2025-08-14
C01437,LV,Organic Search,2025-09-09
C01438,LV,CRM,2025-06-16
C01439,LV,CRM,2025-03-08
C01440,LT,Paid Search,2025-05-18
C01441,LV,Affiliate,2025-04-12
C01442,LV,Affiliate,2025-01-14
C01443,LV,Paid Search,2025-01-04
C01444,LV,Affiliate,2025-07-04
C01445,EE,Organic Search,2025-10-15
C01446,LV,Paid Search,2025-07-01
C01447,EE,Paid Search,2025-06-25
C01448,LV,Organic Search,2025-05-26
C01449,LT,Paid Social,2025-07-27
C01450,LV,Paid Social,2025-08-30
C01451,EE,Affiliate,2025-09-07
C01452,EE,Paid Search,2025-09-12
C01453,LV,CRM,2025-01-11
C01454,LV,Paid Social,2025-01-18
C01455,LT,Paid Social,2025-09-01
C01456,LV,Paid Social,2025-04-02
C01457,EE,Paid Search,2025-01-06
C01458,LV,CRM,2025-04-18
C01459,LV,Affiliate,2025-09-24
C01460,LV,CRM,2025-08-30
C01461,LV,Paid Search,2025-09-26
C01462,LT,Paid Search,2025-05-29
C01463,LT,Paid Search,2025-03-09
C01464,LV,Paid Social,2025-05-02
C01465,LV,Paid Search,2025-08-12
C01466,EE,Organic Search,2025-09-30
C01467,LV,Paid Search,2025-06-30
C01468,LV,Organic Search,2025-06-14
C01469,LV,Paid Social,2025-08-25
C01470,LV,Paid Social,2025-02-19
C01471,LV,CRM,2025-10-13
C01472,EE,CRM,2025-04-30
C01473,EE,Paid Social,2025-05-16
C01474,LV,CRM,2025-03-26
C01475,LT,Paid Social,2025-05-01
C01476,LV,Paid Search,2025-05-22
C01477,LT,CRM,2025-07-27
C01478,LV,Paid Search,2025-01-14
C01479,LV,Organic Search,2025-07-11
C01480,LV,Paid Social,2025-03-03
C01481,LT,Organic Search,2025-03-17
C01482,LV,Paid Social,2025-03-11
C01483,LT,Organic Search,2025-06-28
C01484,EE,Affiliate,2025-07-09
C01485,LT,Organic Search,2025-09-16
C01486,LV,Paid Social,2025-02-22
C01487,LV,Paid Social,2025-10-13
C01488,LT,Organic Search,2025-05-29
C01489,LV,Affiliate,2025-07-25
C01490,EE,Paid Search,2025-07-19
C01491,LT,Paid Search,2025-07-22
C01492,LV,Paid Social,2025-04-14
C01493,EE,Paid Social,2025-02-25
C01494,LV,Paid Social,2025-06-18
C01495,EE,Organic Search,2025-05-13
C01496,LT,Organic Search,2025-01-22
C01497,LV,CRM,2025-09-10
C01498,LV,Organic Search,2025-01-29
C01499,LV,Organic Search,2025-03-04
C01500,LV,Organic Search,2025-09-03
C01501,EE,Paid Social,2025-02-17
C01502,LT,CRM,2025-09-26
C01503,LV,Affiliate,2025-04-23
C01504,EE,Paid Social,2025-05-29
C01505,LV,Paid Social,2025-04-24
C01506,LV,Affiliate,2025-10-03
C01507,LV,Paid Search,2025-04-21
C01508,LV,Affiliate,2025-04-16
C01509,LT,Affiliate,2025-02-07
C01510,LT,Paid Social,2025-07-27
C01511,LV,Paid Search,2025-03-22
C01512,LV,Affiliate,2025-04-25
C01513,EE,CRM,2025-08-23
C01514,EE,Organic Search,2025-08-29
C01515,EE,Paid Social,2025-09-13
C01516,LT,Paid Search,2025-09-26
C01517,LV,Affiliate,2025-01-27
C01518,LT,Paid Social,2025-07-18
C01519,LT,Paid Search,2025-01-13
C01520,LV,Organic Search,2025-04-12
C01521,LT,Paid Social,2025-04-01
C01522,LT,Paid Search,2025-03-11
C01523,LT,Affiliate,2025-01-12
C01524,LT,CRM,2025-04-04
C01525,EE,Organic Search,2025-05-03
C01526,EE,Paid Search,2025-09-11
C01527,LV,Paid Social,2025-06-29
C01528,LV,Paid Social,2025-09-17
C01529,EE,Affiliate,2025-01-22
C01530,EE,CRM,2025-03-21
C01531,LV,Paid Search,2025-03-26
C01532,EE,Paid Search,2025-09-28
C01533,LT,CRM,2025-08-12
C01534,LV,Affiliate,2025-01-14
C01535,LT,Paid Social,2025-06-18
C01536,LV,Paid Social,2025-03-17
C01537,LV,Paid Search,2025-10-16
C01538,LT,CRM,2025-07-12
C01539,EE,Affiliate,2025-04-14
C01540,EE,Paid Social,2025-08-11
C01541,LT,Paid Search,2025-04-13
C01542,LV,Organic Search,2025-01-24
C01543,LT,CRM,2025-04-22
C01544,LV,CRM,2025-05-12
C01545,LV,CRM,2025-05-20
C01546,LT,Organic Search,2025-01-06
C01547,LV,Paid Social,2025-02-02
C01548,LT,Paid Social,2025-07-24
C01549,LV,CRM,2025-07-22
C01550,LV,Paid Social,2025-02-21
C01551,EE,Affiliate,2025-04-06
C01552,LV,Paid Social,2025-03-06
C01553,LT,Paid Social,2025-08-08
C01554,LV,Paid Search,2025-02-09
C01555,LV,CRM,2025-01-23
C01556,LV,Paid Search,2025-07-31
C01557,EE,Paid Social,2025-04-07
C01558,LV,CRM,2025-08-15
C01559,LT,Paid Search,2025-06-11
C01560,LT,Paid Social,2025-06-04
C01561,LT,Paid Search,2025-05-19
C01562,EE,Organic Search,2025-10-17
C01563,EE,Organic Search,2025-07-13
C01564,LT,Affiliate,2025-07-08
C01565,LV,Affiliate,2025-04-04
C01566,LV,Paid Social,2025-01-11
C01567,LV,Paid Social,2025-09-11
C01568,EE,CRM,2025-03-18
C01569,LV,Paid Social,2025-02-24
C01570,LT,Paid Search,2025-08-19
C01571,LT,Paid Search,2025-07-21
C01572,LT,Affiliate,2025-05-10
C01573,LV,Affiliate,2025-03-07
C01574,EE,Organic Search,2025-01-29
C01575,LV,Paid Social,2025-06-29
C01576,LT,Paid Search,2025-07-11
C01577,EE,CRM,2025-10-02
C01578,LV,Paid Social,2025-08-31
C01579,LT,Affiliate,2025-02-28
C01580,LV,Organic Search,2025-01-20
C01581,LV,CRM,2025-02-12
C01582,LV,Paid Search,2025-03-10
C01583,LV,Organic Search,2025-02-13
C01584,EE,Organic Search,2025-02-04
C01585,LT,Paid Social,2025-04-02
C01586,LV,Paid Search,2025-02-13
C01587,EE,CRM,2025-01-16
C01588,LV,Organic Search,2025-10-06
C01589,LV,Paid Social,2025-10-23
C01590,EE,Paid Search,2025-07-03
C01591,LV,Affiliate,2025-09-02
C01592,LT,Affiliate,2025-08-07
C01593,EE,Paid Search,2025-08-25
C01594,EE,Paid Search,2025-09-19
C01595,EE,CRM,2025-01-21
C01596,LT,Organic Search,2025-06-13
C01597,LT,Organic Search,2025-06-02
C01598,LT,Paid Search,2025-06-16
C01599,LV,CRM,2025-01-06
C01600,LT,Affiliate,2025-08-05
C01601,LV,Paid Search,2025-08-10
C01602,LV,Paid Search,2025-10-06
C01603,LV,Paid Search,2025-10-18
C01604,LV,Paid Search,2025-05-30
C01605,LT,Organic Search,2025-07-02
C01606,LT,Affiliate,2025-08-21
C01607,LT,Organic Search,2025-03-24
C01608,LT,CRM,2025-04-25
C01609,EE,CRM,2025-09-19
C01610,EE,Organic Search,2025-05-01
C01611,LT,Paid Social,2025-06-28
C01612,LT,Affiliate,2025-03-11
C01613,EE,Paid Social,2025-08-27
C01614,LT,Paid Search,2025-04-27
C01615,EE,Paid Search,2025-04-09
C01616,LV,Organic Search,2025-09-01
C01617,LV,Affiliate,2025-06-19
C01618,LT,Paid Search,2025-01-06
C01619,LV,Organic Search,2025-08-06
C01620,LV,Organic Search,2025-10-01
C01621,LV,Organic Search,2025-06-09
C01622,LV,Paid Search,2025-10-18
C01623,LT,CRM,2025-10-15
C01624,EE,Paid Search,2025-07-01
C01625,LV,Paid Social,2025-04-29
C01626,LT,CRM,2025-07-01
C01627,LV,Affiliate,2025-07-21
C01628,LV,Affiliate,2025-03-09
C01629,LV,Affiliate,2025-08-04
C01630,LV,CRM,2025-08-14
C01631,LV,Paid Search,2025-05-09
C01632,LT,Affiliate,2025-01-14
C01633,EE,Paid Search,2025-10-27
C01634,LT,Affiliate,2025-08-27
C01635,LV,Organic Search,2025-06-23
C01636,EE,Affiliate,2025-02-24
C01637,LT,CRM,2025-07-04
C01638,EE,Paid Social,2025-04-19
C01639,LT,Paid Search,2025-08-10
C01640,LV,Organic Search,2025-01-01
C01641,EE,Paid Social,2025-01-13
C01642,EE,Affiliate,2025-05-26
C01643,EE,Affiliate,2025-09-08
C01644,LV,Paid Search,2025-05-13
C01645,LV,Affiliate,2025-09-05
C01646,LV,CRM,2025-06-08
C01647,LV,CRM,2025-09-04
C01648,LT,CRM,2025-04-29
C01649,LV,Paid Search,2025-02-10
C01650,LV,Organic Search,2025-07-02
C01651,EE,CRM,2025-04-13
C01652,LT,Affiliate,2025-06-17
C01653,LT,CRM,2025-01-25
C01654,EE,Paid Search,2025-08-21
C01655,LV,Paid Social,2025-05-19
C01656,LV,CRM,2025-07-16
C01657,LV,Paid Social,2025-03-23
C01658,LT,CRM,2025-10-17
C01659,LT,Paid Social,2025-05-12
C01660,EE,Paid Search,2025-07-19
C01661,LV,Affiliate,2025-02-20
C01662,LT,Affiliate,2025-08-17
C01663,LV,Paid Search,2025-07-05
C01664,LV,Affiliate,2025-07-20
C01665,LT,Paid Social,2025-03-18
C01666,LT,Paid Search,2025-04-22
C01667,LT,CRM,2025-09-01
C01668,LV,Affiliate,2025-07-07
C01669,LT,Paid Search,2025-04-28
C01670,LV,Paid Search,2025-09-06
C01671,LV,Organic Search,2025-03-15
C01672,LV,Organic Search,2025-06-06
C01673,LT,Organic Search,2025-09-13
C01674,LT,Paid Search,2025-01-03
C01675,EE,CRM,2025-06-17
C01676,LT,Organic Search,2025-05-10
C01677,LV,Paid Search,2025-05-11
C01678,LT,Paid Social,2025-05-07
C01679,LV,Paid Search,2025-10-24
C01680,LT,Organic Search,2025-04-01
C01681,LV,CRM,2025-09-06
C01682,LT,Paid Social,2025-09-04
C01683,LV,Paid Social,2025-09-30
C01684,EE,Paid Search,2025-02-27
C01685,LV,CRM,2025-07-25
C01686,LV,Paid Social,2025-05-12
C01687,LT,Paid Search,2025-06-15
C01688,LV,Paid Social,2025-06-14
C01689,LT,Organic Search,2025-03-02
C01690,EE,Organic Search,2025-04-10
C01691,LT,Paid Social,2025-07-25
C01692,LT,Paid Social,2025-06-06
C01693,LV,Paid Social,2025-03-25
C01694,LT,Organic Search,2025-05-01
C01695,LV,Affiliate,2025-01-16
C01696,LT,Paid Social,2025-03-21
C01697,LV,Paid Search,2025-05-19
C01698,LV,Paid Search,2025-07-05
C01699,LV,Organic Search,2025-06-03
C01700,LV,Organic Search,2025-09-14
C01701,EE,Paid Social,2025-01-25
C01702,LT,Paid Search,2025-09-04
C01703,LV,Organic Search,2025-10-08
C01704,LV,Paid Social,2025-05-19
C01705,LT,Paid Search,2025-06-14
C01706,LV,Paid Social,2025-08-29
C01707,EE,Paid Social,2025-08-11
C01708,LV,Paid Search,2025-03-12
C01709,LV,Paid Social,2025-06-22
C01710,LV,Paid Search,2025-05-10
C01711,LV,CRM,2025-01-27
C01712,LV,Paid Search,2025-07-23
C01713,LV,Paid Search,2025-05-15
C01714,LT,Paid Social,2025-06-09
C01715,LT,Paid Search,2025-03-15
C01716,LT,CRM,2025-07-16
C01717,LV,Paid Search,2025-01-09
C01718,LV,Paid Social,2025-06-19
C01719,LV,Paid Search,2025-07-15
C01720,LV,Paid Social,2025-01-09
C01721,LV,Affiliate,2025-08-04
C01722,LT,Affiliate,2025-06-03
C01723,LV,CRM,2025-09-27
C01724,LV,Affiliate,2025-04-27
C01725,LV,Affiliate,2025-01-17
C01726,LV,Paid Search,2025-09-15
C01727,LV,Paid Social,2025-10-14
C01728,EE,Organic Search,2025-07-18
C01729,LV,Paid Search,2025-03-03
C01730,LV,Affiliate,2025-01-09
C01731,EE,CRM,2025-01-19
C01732,LV,CRM,2025-06-24
C01733,EE,Paid Search,2025-07-20
C01734,LV,Paid Search,2025-09-09
C01735,LV,CRM,2025-05-08
C01736,LT,Organic Search,2025-09-14
C01737,LT,Paid Search,2025-02-15
C01738,LV,Organic Search,2025-06-17
C01739,LV,Paid Social,2025-01-18
C01740,EE,CRM,2025-04-07
C01741,LT,Paid Social,2025-09-29
C01742,LV,CRM,2025-10-23
C01743,LT,Paid Social,2025-04-10
C01744,LT,CRM,2025-06-24
C01745,LV,Paid Search,2025-04-19
C01746,EE,Paid Social,2025-02-04
C01747,LV,Affiliate,2025-10-26
C01748,LT,Organic Search,2025-01-19
C01749,LV,Paid Search,2025-08-29
C01750,LT,Paid Search,2025-07-15
C01751,LV,Paid Social,2025-08-01
C01752,LT,CRM,2025-01-31
C01753,EE,Paid Social,2025-09-23
C01754,EE,Paid Social,2025-08-10
C01755,EE,Organic Search,2025-09-16
C01756,LV,Organic Search,2025-07-04
C01757,LV,Organic Search,2025-04-14
C01758,LT,Paid Search,2025-10-12
C01759,LV,Organic Search,2025-05-24
C01760,LV,Paid Search,2025-10-24
C01761,LV,Paid Search,2025-04-29
C01762,LV,Paid Social,2025-10-07
C01763,LT,CRM,2025-05-29
C01764,LV,CRM,2025-03-19
C01765,LV,Affiliate,2025-05-11
C01766,LT,Affiliate,2025-07-13
C01767,LT,CRM,2025-01-31
C01768,EE,Organic Search,2025-03-10
C01769,LT,CRM,2025-09-22
C01770,LT,CRM,2025-09-13
C01771,LV,Organic Search,2025-07-01
C01772,LT,Paid Social,2025-04-27
C01773,LT,CRM,2025-05-28
C01774,LV,Paid Search,2025-05-10
C01775,LV,Organic Search,2025-09-16
C01776,LV,Paid Search,2025-01-01
C01777,LV,Paid Search,2025-07-06
C01778,LV,CRM,2025-08-07
C01779,EE,Paid Search,2025-09-21
C01780,LV,Organic Search,2025-10-14
C01781,LT,Affiliate,2025-04-30
C01782,EE,Paid Social,2025-01-11
C01783,EE,Affiliate,2025-09-15
C01784,LT,Paid Search,2025-05-16
C01785,LT,Organic Search,2025-02-04
C01786,LV,Affiliate,2025-10-26
C01787,LT,Paid Search,2025-05-23
C01788,LT,Affiliate,2025-02-18
C01789,LV,Paid Social,2025-01-21
C01790,LV,Organic Search,2025-09-06
C01791,EE,Paid Social,2025-02-04
C01792,LV,Affiliate,2025-01-31
C01793,EE,Affiliate,2025-10-22
C01794,LV,Affiliate,2025-01-18
C01795,LV,Paid Social,2025-05-25
C01796,LV,CRM,2025-06-29
C01797,EE,Organic Search,2025-07-16
C01798,LT,Paid Social,2025-10-17
C01799,EE,Paid Social,2025-06-20
C01800,LV,Paid Social,2025-06-28
C01801,LV,Organic Search,2025-10-26
C01802,LV,CRM,2025-06-21
C01803,LV,Organic Search,2025-05-14
C01804,LV,Organic Search,2025-09-18
C01805,LT,Affiliate,2025-06-23
C01806,LV,Paid Social,2025-06-05
C01807,LT,Paid Search,2025-06-27
C01808,LV,CRM,2025-03-18
C01809,LT,Paid Social,2025-09-09
C01810,LV,Affiliate,2025-03-07
C01811,LT,CRM,2025-04-13
C01812,EE,Affiliate,2025-08-12
C01813,EE,Paid Search,2025-08-21
C01814,LT,Organic Search,2025-05-23
C01815,EE,Paid Social,2025-08-07
C01816,LV,Paid Social,2025-04-26
C01817,LT,Paid Social,2025-06-02
C01818,LV,Paid Social,2025-05-06
C01819,EE,Organic Search,2025-08-31
C01820,LT,Paid Search,2025-06-20
C01821,LV,Paid Social,2025-05-10
C01822,EE,CRM,2025-07-21
C01823,LV,Paid Search,2025-05-12
C01824,LV,CRM,2025-06-21
C01825,LT,Paid Search,2025-07-21
C01826,LV,Paid Social,2025-05-06
C01827,LT,Paid Search,2025-04-25
C01828,LV,Organic Search,2025-05-11
C01829,LV,Paid Search,2025-03-02
C01830,LT,Paid Social,2025-03-23
C01831,LV,Affiliate,2025-10-28
C01832,LV,Paid Social,2025-03-11
C01833,LT,CRM,2025-08-12
C01834,LV,CRM,2025-04-10
C01835,LV,Paid Social,2025-01-18
C01836,LV,CRM,2025-06-29
C01837,LV,CRM,2025-06-01
C01838,LT,CRM,2025-03-21
C01839,LV,Affiliate,2025-07-13
C01840,LV,Organic Search,2025-09-28
C01841,EE,Paid Search,2025-07-19
C01842,LV,Paid Search,2025-05-21
C01843,LT,CRM,2025-10-03
C01844,LV,Affiliate,2025-01-29
C01845,LT,CRM,2025-06-16
C01846,LT,Paid Social,2025-06-21
C01847,LV,Paid Search,2025-10-10
C01848,LT,CRM,2025-01-13
C01849,EE,Paid Search,2025-09-24
C01850,LV,Paid Social,2025-07-31
C01851,LV,CRM,2025-08-15
C01852,LV,Organic Search,2025-06-13
C01853,LV,Paid Social,2025-09-25
C01854,LV,Paid Search,2025-06-09
C01855,EE,Paid Social,2025-06-07
C01856,LT,Paid Social,2025-09-07
C01857,EE,Organic Search,2025-05-14
C01858,LV,Affiliate,2025-10-09
C01859,EE,Affiliate,2025-02-22
C01860,LV,Affiliate,2025-07-17
C01861,LT,Paid Social,2025-03-15
C01862,EE,CRM,2025-10-13
C01863,EE,CRM,2025-08-02
C01864,LT,Paid Search,2025-04-08
C01865,EE,Paid Social,2025-02-07
C01866,LV,Organic Search,2025-04-19
C01867,LV,CRM,2025-08-13
C01868,LT,Paid Search,2025-10-22
C01869,LV,Paid Search,2025-01-03
C01870,LV,Paid Social,2025-10-03
C01871,LT,Organic Search,2025-02-18
C01872,LT,Paid Social,2025-05-29
C01873,EE,Affiliate,2025-02-23
C01874,LV,Paid Social,2025-09-03
C01875,LT,CRM,2025-03-25
C01876,LT,Paid Search,2025-01-06
C01877,LV,Paid Social,2025-09-30
C01878,LV,Organic Search,2025-05-08
C01879,LV,Paid Search,2025-10-07
C01880,EE,Paid Social,2025-07-07
C01881,LT,Paid Search,2025-04-07
C01882,LT,Paid Search,2025-03-01
C01883,LV,Paid Search,2025-07-16
C01884,LV,Paid Search,2025-09-01
C01885,LV,Paid Search,2025-01-06
C01886,LV,Paid Social,2025-07-05
C01887,LV,Paid Social,2025-08-05
C01888,LV,Organic Search,2025-09-10
C01889,LV,Paid Social,2025-09-14
C01890,EE,Affiliate,2025-05-16
C01891,LV,Affiliate,2025-02-16
C01892,LT,CRM,2025-06-12
C01893,LV,CRM,2025-03-30
C01894,LV,Affiliate,2025-09-28
C01895,LV,Paid Social,2025-06-28
C01896,LV,Paid Search,2025-04-30
C01897,EE,Affiliate,2025-02-23
C01898,LV,Paid Search,2025-04-25
C01899,EE,Paid Search,2025-09-05
C01900,LV,Paid Social,2025-10-20
C01901,LV,Paid Social,2025-02-18
C01902,LT,Organic Search,2025-01-28
C01903,LT,Affiliate,2025-04-18
C01904,LV,Paid Social,2025-03-01
C01905,LV,Paid Search,2025-06-18
C01906,LV,Paid Social,2025-05-08
C01907,LV,Paid Search,2025-09-27
C01908,LV,Paid Search,2025-04-17
C01909,LV,Affiliate,2025-07-02
C01910,LT,Paid Social,2025-03-11
C01911,LT,Paid Social,2025-07-25
C01912,LT,Paid Search,2025-05-06
C01913,LV,Paid Search,2025-10-03
C01914,EE,Paid Social,2025-06-02
C01915,LV,Affiliate,2025-07-16
C01916,LT,CRM,2025-05-15
C01917,LV,Affiliate,2025-07-05
C01918,LV,Paid Search,2025-01-26
C01919,LV,Affiliate,2025-08-14
C01920,EE,Organic Search,2025-08-29
C01921,LT,Paid Search,2025-08-10
C01922,EE,Paid Search,2025-09-19
C01923,LT,Paid Search,2025-10-05
C01924,EE,Organic Search,2025-03-22
C01925,LT,Paid Social,2025-09-15
C01926,EE,Paid Social,2025-01-24
C01927,EE,Paid Social,2025-07-24
C01928,LV,Paid Social,2025-08-12
C01929,EE,CRM,2025-02-13
C01930,LT,Affiliate,2025-05-17
C01931,EE,CRM,2025-08-07
C01932,LV,Paid Social,2025-08-04
C01933,LT,Paid Search,2025-01-02
C01934,EE,Organic Search,2025-10-11
C01935,LT,Affiliate,2025-01-31
C01936,EE,Organic Search,2025-09-07
C01937,LT,CRM,2025-03-26
C01938,LV,Organic Search,2025-08-22
C01939,LT,Paid Social,2025-02-02
C01940,LT,Organic Search,2025-08-25
C01941,LV,Paid Search,2025-09-04
C01942,EE,Paid Search,2025-06-10
C01943,LT,Affiliate,2025-09-11
C01944,EE,Paid Social,2025-01-24
C01945,LT,Paid Search,2025-10-03
C01946,EE,Affiliate,2025-08-16
C01947,EE,Organic Search,2025-02-10
C01948,LV,CRM,2025-01-25
C01949,LV,Affiliate,2025-10-02
C01950,LT,Paid Search,2025-10-28
C01951,LV,Organic Search,2025-03-26
C01952,LT,Organic Search,2025-02-05
C01953,LT,Paid Search,2025-03-15
C01954,EE,CRM,2025-01-27
C01955,EE,Paid Social,2025-10-17
C01956,LV,Affiliate,2025-01-03
C01957,LT,Paid Social,2025-06-26
C01958,LV,Paid Search,2025-02-11
C01959,LV,Paid Search,2025-02-17
C01960,LT,Affiliate,2025-10-26
C01961,LV,Paid Search,2025-01-24
C01962,LT,Affiliate,2025-07-19
C01963,LT,Organic Search,2025-05-24
C01964,LT,Organic Search,2025-10-24
C01965,LT,Organic Search,2025-05-03
C01966,EE,Paid Social,2025-06-05
C01967,LV,Paid Social,2025-07-02
C01968,LT,Affiliate,2025-10-05
C01969,EE,Paid Social,2025-09-28
C01970,EE,Paid Social,2025-04-22
C01971,EE,Affiliate,2025-10-10
C01972,LV,Paid Search,2025-04-21
C01973,LT,Paid Social,2025-01-13
C01974,LV,Affiliate,2025-02-11
C01975,EE,Paid Search,2025-09-02
C01976,EE,Affiliate,2025-08-14
C01977,LT,Paid Social,2025-08-07
C01978,LT,Paid Search,2025-08-26
C01979,LT,Organic Search,2025-09-27
C01980,LV,Paid Social,2025-08-04
C01981,LT,CRM,2025-10-24
C01982,EE,CRM,2025-01-19
C01983,EE,Paid Search,2025-09-09
C01984,EE,Affiliate,2025-10-19
C01985,LV,CRM,2025-06-06
C01986,LV,Organic Search,2025-10-15
C01987,LT,Paid Search,2025-02-20
C01988,LV,CRM,2025-04-27
C01989,EE,Paid Search,2025-07-21
C01990,LV,Organic Search,2025-03-09
C01991,LT,Paid Search,2025-06-25
C01992,LT,Paid Search,2025-04-21
C01993,LV,Paid Search,2025-02-21
C01994,LT,Affiliate,2025-07-17
C01995,LV,Paid Search,2025-09-11
C01996,LV,Paid Search,2025-10-28
C01997,LV,Organic Search,2025-10-23
C01998,LV,Organic Search,2025-10-21
C01999,LV,CRM,2025-09-25
C02000,LV,Organic Search,2025-10-22
C02001,LT,Organic Search,2025-05-19
C02002,LT,Paid Social,2025-02-08
C02003,LV,Paid Search,2025-05-23
C02004,LV,Organic Search,2025-08-25
C02005,LT,Paid Social,2025-08-10
C02006,LV,Organic Search,2025-01-12
C02007,LT,Paid Search,2025-08-24
C02008,LV,Paid Search,2025-07-18
C02009,LT,Paid Social,2025-04-01
C02010,EE,Organic Search,2025-07-01
C02011,LV,CRM,2025-09-25
C02012,LV,CRM,2025-01-12
C02013,LV,Organic Search,2025-04-25
C02014,LV,Paid Search,2025-08-07
C02015,LT,Paid Social,2025-07-31
C02016,LT,Paid Search,2025-05-19
C02017,LV,Organic Search,2025-03-10
C02018,LV,Affiliate,2025-04-23
C02019,LT,Affiliate,2025-07-11
C02020,LT,Paid Social,2025-09-01
C02021,LV,Organic Search,2025-03-11
C02022,LT,Affiliate,2025-04-21
C02023,LT,Organic Search,2025-02-08
C02024,LV,Organic Search,2025-04-16
C02025,LV,Affiliate,2025-09-28
C02026,LT,Paid Search,2025-04-08
C02027,LT,Organic Search,2025-02-16
C02028,LT,Paid Search,2025-10-28
C02029,LV,CRM,2025-09-20
C02030,LV,Paid Search,2025-01-30
C02031,EE,Organic Search,2025-03-27
C02032,LV,Paid Social,2025-02-19
C02033,LV,Paid Social,2025-03-15
C02034,EE,Organic Search,2025-07-13
C02035,EE,Paid Search,2025-01-06
C02036,LV,Paid Social,2025-01-10
C02037,LT,Affiliate,2025-01-11
C02038,EE,Paid Search,2025-09-07
C02039,LT,Paid Search,2025-03-14
C02040,EE,Organic Search,2025-06-29
C02041,LV,CRM,2025-01-13
C02042,LT,Paid Search,2025-05-11
C02043,LV,Paid Search,2025-07-27
C02044,LV,CRM,2025-07-15
C02045,LV,Affiliate,2025-10-25
C02046,LV,Paid Social,2025-01-06
C02047,LT,Paid Search,2025-04-16
C02048,LT,Organic Search,2025-01-09
C02049,LV,Paid Social,2025-03-01
C02050,LT,Paid Search,2025-05-16
C02051,LV,Organic Search,2025-08-25
C02052,LV,Paid Search,2025-05-27
C02053,LV,CRM,2025-06-15
C02054,LV,Paid Social,2025-04-05
C02055,LT,Paid Social,2025-04-08
C02056,LT,Organic Search,2025-04-28
C02057,LV,Paid Search,2025-09-01
C02058,LV,CRM,2025-09-24
C02059,LV,Organic Search,2025-05-08
C02060,LV,Paid Social,2025-08-04
C02061,LT,Organic Search,2025-03-23
C02062,LV,Affiliate,2025-03-19
C02063,LV,Paid Search,2025-08-18
C02064,LT,Affiliate,2025-04-07
C02065,LT,Affiliate,2025-08-01
C02066,LV,Paid Social,2025-09-11
C02067,LV,Paid Search,2025-06-16
C02068,EE,CRM,2025-01-02
C02069,LV,Paid Search,2025-02-06
C02070,LV,CRM,2025-07-16
C02071,LT,Paid Social,2025-01-19
C02072,EE,Organic Search,2025-03-26
C02073,LV,CRM,2025-06-15
C02074,LV,Organic Search,2025-08-03
C02075,LV,Affiliate,2025-09-07
C02076,LV,Paid Social,2025-08-20
C02077,EE,Paid Search,2025-09-28
C02078,LT,Paid Search,2025-09-03
C02079,LT,Organic Search,2025-05-30
C02080,EE,Paid Search,2025-09-01
C02081,LV,Paid Search,2025-10-14
C02082,LV,Organic Search,2025-09-02
C02083,LV,Organic Search,2025-05-04
C02084,LT,Paid Social,2025-06-10
C02085,LV,Paid Search,2025-10-04
C02086,LV,Paid Search,2025-03-28
C02087,LV,Affiliate,2025-02-12
C02088,LV,Organic Search,2025-09-07
C02089,EE,Affiliate,2025-06-23
C02090,LT,Paid Social,2025-05-20
C02091,LV,Paid Social,2025-03-09
C02092,LT,Paid Search,2025-06-11
C02093,LV,Paid Search,2025-10-27
C02094,LV,Paid Social,2025-07-08
C02095,EE,CRM,2025-05-05
C02096,LT,Paid Search,2025-02-06
C02097,LT,Paid Social,2025-08-03
C02098,LT,CRM,2025-01-28
C02099,LT,Paid Search,2025-10-05
C02100,LT,Paid Social,2025-02-03
C02101,LV,Paid Search,2025-06-03
C02102,LV,Paid Search,2025-03-02
C02103,LT,Organic Search,2025-08-22
C02104,LV,Paid Social,2025-06-13
C02105,LT,Affiliate,2025-09-28
C02106,LV,Paid Social,2025-01-17
C02107,LT,Paid Search,2025-08-06
C02108,LV,Affiliate,2025-07-18
C02109,LT,Paid Search,2025-09-29
C02110,LT,Paid Social,2025-04-06
C02111,LT,Organic Search,2025-02-15
C02112,LT,CRM,2025-02-09
C02113,LV,Organic Search,2025-02-08
C02114,LV,Organic Search,2025-04-09
C02115,LT,Affiliate,2025-09-13
C02116,LV,Paid Search,2025-10-02
C02117,LV,Organic Search,2025-03-30
C02118,LV,Paid Social,2025-05-17
C02119,LV,CRM,2025-07-25
C02120,LV,Organic Search,2025-01-15
C02121,LV,Organic Search,2025-10-04
C02122,EE,Organic Search,2025-07-06
C02123,EE,Paid Social,2025-05-01
C02124,LV,Organic Search,2025-07-26
C02125,LV,Paid Social,2025-06-13
C02126,LT,Paid Search,2025-03-03
C02127,LV,Paid Search,2025-06-28
C02128,LT,CRM,2025-04-28
