prospect_id,market,acquisition_channel,category_interest,device_type,engagement_score,assignment_date,converted
P02805,LV,Paid Search,Pet Care,mobile,0.5574,2025-02-03,1
P02806,EE,Affiliate,Sports,mobile,0.2888,2025-08-07,0
P02807,EE,Organic Search,Home,mobile,0.2602,2025-06-05,0
P02808,LV,Organic Search,Electronics,mobile,0.2525,2025-01-21,0
P02809,LT,CRM,Home,desktop,0.3696,2025-04-29,0
P02810,EE,Paid Social,Pet Care,mobile,0.7876,2025-07-16,0
P02811,LV,CRM,Electronics,mobile,0.2063,2025-01-24,1
P02812,EE,CRM,Home,mobile,0.6385,2025-06-14,0
P02813,LV,Paid Search,Pet Care,desktop,0.3096,2025-08-03,0
P02814,LV,Organic Search,Sports,desktop,0.7475,2025-02-05,1
P02815,EE,CRM,Pet Care,mobile,0.5505,2025-07-12,0
P02816,LT,Paid Search,Beauty,mobile,0.4689,2025-05-31,1
P02817,LV,Paid Search,Electronics,desktop,0.4921,2025-05-24,0
P02818,LT,Paid Social,Pet Care,mobile,0.2893,2025-04-09,0
P02819,LV,Paid Social,Pet Care,mobile,0.3236,2025-01-09,0
P02820,LT,Paid Social,Home,mobile,0.0627,2025-06-22,0
P02821,LT,Paid Social,Home,mobile,0.1477,2025-10-28,0
P02822,LV,Paid Social,Home,mobile,0.086,2025-08-08,0
P02823,LT,Paid Social,Electronics,mobile,0.2568,2025-01-31,0
P02824,LT,Paid Social,Electronics,desktop,0.5939,2025-03-26,0
P02825,LT,Organic Search,Electronics,desktop,0.7182,2025-04-21,0
P02826,LV,Paid Social,Beauty,mobile,0.476,2025-05-04,0
P02827,EE,Paid Search,Pet Care,mobile,0.0966,2025-03-13,1
P02828,LV,CRM,Sports,mobile,0.3673,2025-04-29,0
P02829,LT,Affiliate,Electronics,mobile,0.7648,2025-06-11,0
P02830,LV,Paid Search,Sports,desktop,0.4298,2025-10-26,1
P02831,EE,Paid Social,Home,mobile,0.5326,2025-04-06,0
P02832,LT,Paid Social,Sports,desktop,0.548,2025-04-03,0
P02833,LV,Paid Search,Home,desktop,0.4662,2025-04-20,0
P02834,EE,Affiliate,Beauty,desktop,0.4566,2025-04-22,0
P02835,LT,CRM,Pet Care,mobile,0.496,2025-10-28,0
P02836,LT,CRM,Pet Care,desktop,0.3198,2025-09-28,0
P02837,LV,Paid Search,Electronics,mobile,0.1526,2025-06-10,0
P02838,LT,Organic Search,Home,mobile,0.7315,2025-02-23,0
P02839,EE,CRM,Pet Care,mobile,0.598,2025-09-17,0
P02840,LV,Paid Search,Home,desktop,0.5656,2025-06-20,0
P02841,LV,CRM,Sports,desktop,0.1111,2025-05-07,0
P02842,LV,Organic Search,Electronics,mobile,0.4614,2025-04-03,0
P02843,LV,CRM,Electronics,mobile,0.599,2025-01-30,0
P02844,LV,Paid Search,Electronics,desktop,0.3812,2025-10-03,1
P02845,EE,Paid Social,Sports,mobile,0.4607,2025-09-05,1
P02846,LT,Paid Social,Home,mobile,0.6262,2025-06-04,0
P02847,LV,Paid Social,Electronics,mobile,0.5771,2025-05-26,1
P02848,LV,Paid Search,Home,mobile,0.3732,2025-05-13,0
P02849,EE,Paid Search,Electronics,desktop,0.5158,2025-06-20,0
P02850,EE,Paid Social,Pet Care,mobile,0.1899,2025-09-09,0
P02851,LT,Paid Search,Sports,mobile,0.2805,2025-01-07,0
P02852,LV,Paid Search,Electronics,desktop,0.3267,2025-02-19,0
P02853,LV,CRM,Beauty,mobile,0.4873,2025-06-05,0
P02854,LV,Paid Social,Home,mobile,0.2251,2025-03-24,0
P02855,LV,Paid Social,Beauty,desktop,0.4556,2025-07-21,1
P02856,EE,Paid Social,Beauty,mobile,0.2509,2025-09-10,0
P02857,LV,Paid Social,Home,mobile,0.3461,2025-02-21,0
P02858,LT,Paid Search,Pet Care,mobile,0.1227,2025-04-20,0
P02859,LV,Organic Search,Beauty,desktop,0.297,2025-04-22,0
P02860,LT,CRM,Beauty,mobile,0.4169,2025-03-18,0
P02861,LT,Paid Search,Electronics,desktop,0.5239,2025-04-26,1
P02862,LT,Paid Social,Pet Care,desktop,0.5897,2025-02-12,0
P02863,LV,Affiliate,Electronics,mobile,0.5686,2025-05-20,0
P02864,LT,CRM,Pet Care,mobile,0.2722,2025-05-28,1
P02865,LV,Paid Social,Pet Care,mobile,0.6274,2025-04-02,0
P02866,LT,Affiliate,Beauty,desktop,0.1813,2025-04-02,1
P02867,LV,Paid Search,Electronics,mobile,0.5194,2025-05-25,1
P02868,LV,CRM,Home,desktop,0.4198,2025-10-05,0
P02869,EE,CRM,Sports,mobile,0.4512,2025-07-21,0
P02870,LV,Affiliate,Electronics,desktop,0.3731,2025-05-26,1
P02871,LT,CRM,Pet Care,desktop,0.2932,2025-10-09,0
P02872,LV,Paid Search,Home,mobile,0.3133,2025-08-18,1
P02873,LT,Organic Search,Electronics,mobile,0.3277,2025-02-11,0
P02874,LV,Paid Social,Home,desktop,0.6516,2025-05-03,0
P02875,LT,Affiliate,Pet Care,desktop,0.1668,2025-07-27,0
P02876,EE,Paid Social,Pet Care,mobile,0.6233,2025-06-13,0
P02877,LV,Paid Search,Sports,mobile,0.652,2025-09-09,1
P02878,LT,Paid Search,Beauty,mobile,0.4643,2025-06-03,0
P02879,LV,Paid Search,Electronics,mobile,0.2631,2025-08-13,1
P02880,LV,Organic Search,Home,mobile,0.4146,2025-02-03,0
P02881,LV,Organic Search,Sports,mobile,0.4313,2025-10-16,1
P02882,LT,Paid Social,Sports,mobile,0.3429,2025-09-26,0
P02883,LV,Paid Search,Sports,mobile,0.5099,2025-06-14,1
P02884,LV,Affiliate,Pet Care,mobile,0.3923,2025-05-16,0
P02885,LT,Organic Search,Sports,mobile,0.3925,2025-06-27,0
P02886,LV,CRM,Home,desktop,0.7622,2025-01-23,1
P02887,LT,Paid Social,Electronics,desktop,0.541,2025-04-20,0
P02888,LT,CRM,Electronics,mobile,0.4158,2025-03-22,0
P02889,EE,Organic Search,Pet Care,mobile,0.1735,2025-03-20,0
P02890,EE,Organic Search,Home,mobile,0.8587,2025-02-28,0
P02891,EE,Organic Search,Beauty,mobile,0.1147,2025-02-21,0
P02892,LV,Paid Social,Beauty,desktop,0.3396,2025-05-04,0
P02893,LV,CRM,Pet Care,mobile,0.1812,2025-03-23,0
P02894,LV,Organic Search,Electronics,desktop,0.0584,2025-10-15,0
P02895,EE,Paid Social,Home,mobile,0.7919,2025-03-11,1
P02896,LT,CRM,Sports,desktop,0.1279,2025-04-12,0
P02897,LT,CRM,Pet Care,mobile,0.4059,2025-04-07,0
P02898,LT,Paid Social,Electronics,mobile,0.7166,2025-07-19,0
P02899,LT,CRM,Home,desktop,0.0327,2025-02-16,1
P02900,LT,Organic Search,Electronics,desktop,0.5777,2025-07-21,0
P02901,LV,Paid Search,Sports,mobile,0.4477,2025-03-15,0
P02902,LT,Organic Search,Pet Care,mobile,0.3198,2025-10-06,0
P02903,LV,CRM,Electronics,mobile,0.4944,2025-05-30,0
P02904,LV,Paid Search,Electronics,desktop,0.4327,2025-07-01,1
P02905,LT,CRM,Electronics,desktop,0.7584,2025-01-20,1
P02906,LT,Affiliate,Electronics,mobile,0.0848,2025-08-19,0
P02907,LV,Paid Social,Beauty,mobile,0.4393,2025-07-07,0
P02908,LV,Affiliate,Beauty,mobile,0.5119,2025-03-18,0
P02909,LV,CRM,Home,mobile,0.311,2025-04-29,0
P02910,EE,Paid Search,Sports,mobile,0.3574,2025-10-04,0
P02911,EE,Paid Social,Home,mobile,0.6029,2025-05-30,1
P02912,LV,Paid Search,Beauty,desktop,0.3495,2025-03-22,0
P02913,LV,CRM,Beauty,mobile,0.7745,2025-08-18,1
P02914,LT,Organic Search,Home,mobile,0.1774,2025-08-03,0
P02915,LV,Organic Search,Pet Care,mobile,0.0763,2025-09-27,0
P02916,LV,Paid Social,Pet Care,mobile,0.4407,2025-01-19,1
P02917,LV,CRM,Beauty,mobile,0.5993,2025-07-08,0
P02918,LT,Paid Search,Beauty,desktop,0.0313,2025-03-18,0
P02919,LT,Paid Social,Sports,mobile,0.3886,2025-07-25,0
P02920,LT,Paid Search,Pet Care,mobile,0.5597,2025-10-15,0
P02921,LT,Paid Social,Pet Care,mobile,0.1265,2025-07-26,0
P02922,LT,Paid Search,Pet Care,mobile,0.5816,2025-09-25,0
P02923,LV,Paid Social,Pet Care,desktop,0.3749,2025-03-27,1
P02924,LT,Paid Social,Electronics,mobile,0.1717,2025-04-29,0
P02925,LV,Paid Search,Electronics,mobile,0.2988,2025-05-08,0
P02926,EE,Organic Search,Home,desktop,0.3212,2025-02-25,1
P02927,LV,Paid Social,Beauty,desktop,0.1786,2025-09-04,0
P02928,LV,Paid Search,Electronics,desktop,0.5191,2025-02-21,1
P02929,LT,Organic Search,Pet Care,desktop,0.6326,2025-07-17,0
P02930,LV,Paid Search,Sports,desktop,0.4921,2025-09-13,1
P02931,LV,Affiliate,Sports,desktop,0.567,2025-08-02,0
P02932,LT,Affiliate,Sports,desktop,0.5242,2025-01-08,0
P02933,LT,Organic Search,Home,mobile,0.3463,2025-03-27,0
P02934,LV,Organic Search,Electronics,desktop,0.2379,2025-05-09,1
P02935,EE,CRM,Pet Care,desktop,0.4115,2025-06-13,1
P02936,LT,Paid Search,Home,mobile,0.1507,2025-03-05,0
P02937,LT,Paid Search,Home,mobile,0.3252,2025-01-21,0
P02938,EE,CRM,Home,desktop,0.1821,2025-07-20,1
P02939,LV,Affiliate,Sports,desktop,0.5982,2025-03-17,1
P02940,LV,Paid Search,Home,mobile,0.2926,2025-10-08,0
P02941,LV,Paid Social,Sports,mobile,0.2664,2025-01-18,0
P02942,LT,Paid Search,Pet Care,mobile,0.8045,2025-09-12,1
P02943,LT,Paid Social,Home,desktop,0.509,2025-03-16,0
P02944,LT,CRM,Beauty,mobile,0.4171,2025-01-08,0
P02945,LV,CRM,Electronics,mobile,0.0623,2025-06-07,0
P02946,EE,Affiliate,Sports,mobile,0.469,2025-04-13,0
P02947,LV,CRM,Home,mobile,0.5399,2025-08-13,0
P02948,LV,Organic Search,Beauty,desktop,0.1159,2025-02-18,1
P02949,LV,CRM,Electronics,mobile,0.0678,2025-07-18,0
P02950,LT,Organic Search,Sports,desktop,0.6868,2025-08-10,0
P02951,LT,Paid Search,Electronics,mobile,0.4627,2025-01-03,0
P02952,EE,Paid Search,Home,mobile,0.4563,2025-07-09,0
P02953,LT,Paid Search,Pet Care,mobile,0.8301,2025-09-25,1
P02954,LV,Organic Search,Home,mobile,0.4944,2025-06-06,0
P02955,LV,Paid Social,Home,desktop,0.366,2025-04-25,0
P02956,LV,Affiliate,Sports,mobile,0.4803,2025-03-10,0
P02957,EE,Paid Social,Beauty,desktop,0.3322,2025-05-27,0
P02958,LT,Paid Social,Electronics,desktop,0.3023,2025-08-06,0
P02959,LV,Paid Social,Pet Care,mobile,0.1913,2025-07-18,1
P02960,EE,Affiliate,Pet Care,mobile,0.2352,2025-03-19,0
P02961,LT,Paid Social,Home,mobile,0.4779,2025-03-12,0
P02962,LT,Paid Social,Home,mobile,0.5433,2025-01-25,0
P02963,LV,Paid Social,Beauty,mobile,0.3573,2025-10-24,0
P02964,LV,Affiliate,Sports,mobile,0.6158,2025-01-29,0
P02965,EE,Paid Search,Beauty,desktop,0.4681,2025-07-21,0
P02966,LV,CRM,Pet Care,desktop,0.496,2025-07-07,0
P02967,LV,Paid Social,Sports,mobile,0.6993,2025-06-06,1
P02968,EE,CRM,Home,mobile,0.1576,2025-08-30,0
P02969,EE,Paid Search,Electronics,mobile,0.6344,2025-10-28,0
P02970,EE,Organic Search,Home,mobile,0.3248,2025-10-25,0
P02971,LV,Organic Search,Beauty,desktop,0.4152,2025-09-25,0
P02972,LV,Organic Search,Electronics,mobile,0.6655,2025-08-06,0
P02973,LV,Organic Search,Electronics,desktop,0.3739,2025-04-27,1
P02974,LV,Affiliate,Sports,mobile,0.1153,2025-05-25,0
P02975,LV,Affiliate,Pet Care,mobile,0.2819,2025-03-25,0
P02976,LV,Paid Social,Beauty,mobile,0.4257,2025-06-05,0
P02977,LV,Paid Social,Sports,mobile,0.3867,2025-01-08,0
P02978,EE,Paid Social,Home,mobile,0.02,2025-09-07,0
P02979,LV,Paid Social,Beauty,mobile,0.7592,2025-09-18,0
P02980,EE,Paid Search,Home,mobile,0.3482,2025-06-27,0
P02981,EE,Paid Search,Home,mobile,0.3791,2025-03-15,0
P02982,LV,CRM,Pet Care,mobile,0.5464,2025-10-13,1
P02983,LT,Affiliate,Beauty,mobile,0.6613,2025-05-14,0
P02984,LV,Paid Social,Home,mobile,0.139,2025-07-23,0
P02985,LT,Affiliate,Beauty,desktop,0.2469,2025-07-13,0
P02986,LV,Organic Search,Electronics,mobile,0.1536,2025-08-29,0
P02987,LV,Paid Search,Electronics,mobile,0.405,2025-10-09,1
P02988,EE,Paid Social,Home,mobile,0.4192,2025-05-23,1
P02989,EE,Paid Search,Beauty,mobile,0.5367,2025-02-26,1
P02990,LT,Organic Search,Sports,desktop,0.0858,2025-10-03,0
P02991,LT,Paid Search,Home,mobile,0.5316,2025-02-06,1
P02992,LT,CRM,Home,desktop,0.7188,2025-02-16,1
P02993,LT,Paid Search,Sports,desktop,0.3818,2025-09-05,0
P02994,LT,Paid Social,Sports,desktop,0.8092,2025-03-18,1
P02995,LV,Organic Search,Beauty,desktop,0.1139,2025-07-05,0
P02996,LT,Paid Social,Home,desktop,0.5472,2025-02-11,0
P02997,LT,Organic Search,Home,mobile,0.4185,2025-03-10,1
P02998,EE,Organic Search,Pet Care,desktop,0.5238,2025-09-03,0
P02999,EE,Paid Social,Sports,mobile,0.4212,2025-07-18,0
P03000,LT,Paid Social,Sports,mobile,0.3444,2025-04-03,0
P03001,LT,Affiliate,Pet Care,mobile,0.763,2025-03-25,0
P03002,LT,Paid Social,Pet Care,mobile,0.504,2025-04-12,0
P03003,LV,Organic Search,Pet Care,desktop,0.4267,2025-07-04,0
P03004,LT,Affiliate,Electronics,mobile,0.2979,2025-05-06,0
P03005,EE,Paid Social,Sports,desktop,0.5239,2025-01-28,1
P03006,LT,Organic Search,Pet Care,mobile,0.4829,2025-06-06,0
P03007,LV,Organic Search,Beauty,desktop,0.3748,2025-02-07,0
P03008,LV,Paid Search,Home,mobile,0.4486,2025-08-08,1
P03009,LT,Paid Search,Sports,mobile,0.5376,2025-01-24,0
P03010,LV,Paid Social,Home,mobile,0.26,2025-07-18,0
P03011,EE,Organic Search,Pet Care,mobile,0.6961,2025-04-05,1
P03012,LT,Organic Search,Home,mobile,0.3569,2025-05-05,0
P03013,EE,Organic Search,Sports,desktop,0.6706,2025-04-12,1
P03014,LT,Paid Social,Beauty,mobile,0.7433,2025-05-14,0
P03015,LV,CRM,Electronics,mobile,0.8463,2025-10-02,1
P03016,LV,Affiliate,Pet Care,mobile,0.3815,2025-07-25,0
P03017,EE,CRM,Pet Care,mobile,0.6581,2025-08-28,0
P03018,LV,Paid Search,Electronics,mobile,0.0824,2025-05-31,1
P03019,LV,Paid Search,Sports,mobile,0.5338,2025-08-17,0
P03020,LV,Paid Social,Home,desktop,0.4238,2025-09-12,0
P03021,LV,Paid Social,Electronics,desktop,0.506,2025-05-30,1
P03022,LV,Paid Social,Sports,mobile,0.3732,2025-10-21,0
P03023,LT,Affiliate,Beauty,mobile,0.1971,2025-04-03,0
P03024,LT,Paid Social,Pet Care,mobile,0.4647,2025-10-08,1
P03025,LV,Paid Search,Home,mobile,0.713,2025-10-20,1
P03026,LV,Paid Social,Home,desktop,0.2129,2025-08-02,1
P03027,EE,Organic Search,Beauty,desktop,0.4045,2025-08-20,1
P03028,EE,Paid Search,Home,mobile,0.6019,2025-09-22,0
P03029,EE,Paid Search,Home,desktop,0.3075,2025-09-22,0
P03030,LV,Paid Search,Pet Care,mobile,0.6344,2025-03-11,1
P03031,EE,Organic Search,Sports,mobile,0.2989,2025-02-14,0
P03032,LV,Paid Social,Beauty,desktop,0.5755,2025-05-13,1
P03033,LT,Organic Search,Beauty,desktop,0.6121,2025-01-13,0
P03034,LV,Organic Search,Home,mobile,0.193,2025-08-30,1
P03035,LT,Paid Social,Home,mobile,0.3315,2025-09-29,0
P03036,EE,Organic Search,Beauty,desktop,0.3738,2025-01-24,1
P03037,LV,Paid Search,Electronics,mobile,0.1524,2025-07-10,0
P03038,LV,Paid Search,Sports,mobile,0.5891,2025-10-15,0
P03039,LV,Paid Search,Beauty,desktop,0.5186,2025-03-26,0
P03040,LV,CRM,Electronics,mobile,0.3474,2025-04-20,1
P03041,LT,Paid Search,Beauty,mobile,0.2108,2025-07-20,0
P03042,LV,Organic Search,Electronics,mobile,0.4122,2025-08-13,1
P03043,LV,Paid Social,Sports,desktop,0.4205,2025-10-08,0
P03044,LV,CRM,Pet Care,desktop,0.4162,2025-07-23,0
P03045,LV,CRM,Sports,mobile,0.349,2025-04-26,0
P03046,LV,Organic Search,Sports,mobile,0.0744,2025-08-05,0
P03047,LT,Organic Search,Electronics,desktop,0.2303,2025-10-13,0
P03048,EE,Affiliate,Electronics,mobile,0.7943,2025-07-08,0
P03049,LV,Organic Search,Sports,mobile,0.5391,2025-09-08,0
P03050,EE,Paid Social,Beauty,mobile,0.4706,2025-02-21,0
P03051,LT,Paid Social,Electronics,mobile,0.5315,2025-07-17,0
P03052,LT,Paid Social,Electronics,desktop,0.5063,2025-02-24,0
P03053,LV,Paid Search,Sports,desktop,0.0519,2025-10-02,0
P03054,LT,CRM,Pet Care,mobile,0.1694,2025-08-05,0
P03055,LV,Paid Search,Beauty,desktop,0.2396,2025-07-04,1
P03056,LV,CRM,Home,desktop,0.2551,2025-01-01,0
P03057,EE,Paid Social,Pet Care,desktop,0.4151,2025-06-11,1
P03058,LV,Paid Search,Beauty,desktop,0.8557,2025-04-21,1
P03059,LV,Paid Social,Sports,desktop,0.7467,2025-10-06,0
P03060,LV,Paid Search,Electronics,mobile,0.7084,2025-01-20,0
P03061,LV,Affiliate,Home,mobile,0.6677,2025-03-25,0
P03062,LV,Paid Search,Beauty,mobile,0.4331,2025-05-24,0
P03063,LV,Affiliate,Sports,mobile,0.451,2025-03-05,1
P03064,LV,Organic Search,Pet Care,desktop,0.3136,2025-02-07,0
P03065,EE,Organic Search,Sports,mobile,0.695,2025-01-06,1
P03066,LV,Paid Social,Pet Care,mobile,0.2709,2025-10-20,0
P03067,LV,Paid Social,Beauty,mobile,0.4424,2025-02-10,0
P03068,EE,Paid Social,Beauty,mobile,0.3814,2025-09-02,0
P03069,LV,Paid Search,Beauty,desktop,0.1217,2025-02-17,0
P03070,EE,Paid Search,Home,mobile,0.6722,2025-03-14,1
P03071,LV,CRM,Home,desktop,0.4749,2025-01-30,1
P03072,EE,Affiliate,Electronics,desktop,0.5946,2025-06-02,0
P03073,LT,Paid Search,Home,mobile,0.8077,2025-10-21,1
P03074,EE,Paid Search,Pet Care,mobile,0.6325,2025-05-31,0
P03075,LV,Paid Social,Beauty,desktop,0.31,2025-05-12,1
P03076,EE,Paid Search,Home,mobile,0.8998,2025-05-22,1
P03077,LV,CRM,Electronics,mobile,0.2772,2025-02-01,0
P03078,LV,Affiliate,Home,desktop,0.335,2025-07-27,0
P03079,LV,Paid Search,Electronics,mobile,0.7187,2025-04-11,0
P03080,LV,CRM,Pet Care,desktop,0.6499,2025-03-03,0
P03081,LV,Paid Social,Electronics,mobile,0.3013,2025-05-24,1
P03082,EE,Paid Social,Sports,desktop,0.4801,2025-01-08,1
P03083,LV,CRM,Home,mobile,0.6493,2025-02-11,1
P03084,LT,Paid Social,Pet Care,mobile,0.6827,2025-03-10,0
P03085,LV,Paid Social,Pet Care,desktop,0.6481,2025-03-31,0
P03086,LV,Paid Social,Pet Care,desktop,0.745,2025-06-07,1
P03087,LT,CRM,Pet Care,mobile,0.1865,2025-08-16,0
P03088,LV,Paid Search,Home,mobile,0.0867,2025-09-17,0
P03089,LV,CRM,Beauty,mobile,0.3294,2025-08-13,0
P03090,LV,CRM,Home,mobile,0.2121,2025-09-15,0
P03091,LT,Paid Social,Home,desktop,0.4257,2025-07-07,1
P03092,LT,Organic Search,Sports,desktop,0.2632,2025-05-19,1
P03093,LV,CRM,Pet Care,mobile,0.2321,2025-10-13,0
P03094,LV,Paid Social,Sports,mobile,0.3997,2025-01-11,0
P03095,LT,Paid Search,Electronics,mobile,0.4481,2025-06-14,1
P03096,LT,Paid Social,Sports,mobile,0.7905,2025-03-05,0
P03097,LV,Organic Search,Pet Care,desktop,0.4624,2025-02-08,1
P03098,LT,CRM,Electronics,desktop,0.3269,2025-01-11,1
P03099,LT,Paid Search,Pet Care,mobile,0.6413,2025-03-31,1
P03100,LT,Paid Social,Sports,desktop,0.6965,2025-03-09,1
P03101,LV,Affiliate,Beauty,desktop,0.6771,2025-02-15,1
P03102,EE,Organic Search,Beauty,mobile,0.2383,2025-08-26,0
P03103,EE,Paid Social,Home,mobile,0.1588,2025-07-11,0
P03104,LT,Paid Social,Electronics,mobile,0.4881,2025-10-09,1
P03105,LT,Organic Search,Pet Care,mobile,0.2925,2025-07-26,1
P03106,EE,CRM,Home,mobile,0.4581,2025-08-01,0
P03107,LV,Affiliate,Electronics,mobile,0.1292,2025-07-17,0
P03108,LV,CRM,Electronics,desktop,0.6577,2025-07-22,0
P03109,LT,Organic Search,Electronics,desktop,0.6113,2025-09-12,1
P03110,EE,CRM,Beauty,mobile,0.6603,2025-02-26,1
P03111,EE,CRM,Pet Care,desktop,0.2069,2025-07-20,0
P03112,LV,Organic Search,Sports,mobile,0.4508,2025-03-26,1
P03113,EE,CRM,Home,mobile,0.2364,2025-04-14,0
P03114,EE,Affiliate,Pet Care,mobile,0.1428,2025-02-10,0
P03115,LV,Organic Search,Electronics,desktop,0.5547,2025-05-01,0
P03116,LV,Paid Social,Pet Care,desktop,0.6139,2025-07-08,0
P03117,LV,Paid Search,Sports,mobile,0.2831,2025-05-20,1
P03118,LV,Organic Search,Electronics,mobile,0.1909,2025-04-03,0
P03119,LV,Paid Search,Electronics,mobile,0.2646,2025-10-27,1
P03120,LT,Paid Social,Pet Care,mobile,0.369,2025-09-17,0
P03121,EE,Paid Search,Pet Care,mobile,0.5785,2025-09-16,0
P03122,LT,Paid Search,Home,desktop,0.4898,2025-05-14,1
P03123,LT,Organic Search,Electronics,mobile,0.503,2025-08-26,0
P03124,LT,Paid Social,Beauty,desktop,0.7294,2025-02-24,1
P03125,LV,Paid Search,Electronics,desktop,0.1262,2025-03-01,0
P03126,LV,Paid Social,Home,desktop,0.5248,2025-06-30,1
P03127,LV,Paid Social,Beauty,mobile,0.5237,2025-01-18,0
P03128,LV,Paid Social,Electronics,desktop,0.1222,2025-04-13,0
P03129,LV,Affiliate,Sports,mobile,0.1888,2025-02-19,1
P03130,LV,Paid Social,Electronics,mobile,0.2945,2025-09-18,0
P03131,LV,Paid Search,Home,desktop,0.3569,2025-02-22,1
P03132,EE,Paid Social,Beauty,desktop,0.3524,2025-06-09,0
P03133,LT,Organic Search,Electronics,mobile,0.5776,2025-02-07,0
P03134,EE,Paid Social,Beauty,desktop,0.1298,2025-08-20,0
P03135,LT,Affiliate,Electronics,mobile,0.4688,2025-07-22,0
P03136,LV,Affiliate,Home,mobile,0.0265,2025-01-08,0
P03137,LT,Paid Social,Home,mobile,0.5083,2025-01-03,0
P03138,LT,Paid Search,Beauty,desktop,0.4407,2025-01-17,0
P03139,EE,Organic Search,Sports,desktop,0.4211,2025-09-13,1
P03140,LT,Paid Search,Home,mobile,0.5438,2025-01-04,1
P03141,EE,CRM,Sports,mobile,0.4285,2025-07-26,1
P03142,LV,CRM,Pet Care,desktop,0.5452,2025-08-26,0
P03143,LV,Affiliate,Home,mobile,0.1915,2025-07-07,1
P03144,LV,Paid Search,Sports,mobile,0.2318,2025-03-05,0
P03145,LV,Paid Search,Electronics,desktop,0.7357,2025-04-02,0
P03146,LV,Affiliate,Beauty,mobile,0.4584,2025-03-03,0
P03147,EE,Paid Search,Sports,mobile,0.734,2025-01-27,0
P03148,LT,Affiliate,Sports,mobile,0.5793,2025-10-04,0
P03149,LT,Organic Search,Electronics,mobile,0.4778,2025-10-20,0
P03150,EE,Paid Search,Home,desktop,0.7603,2025-04-18,0
P03151,LV,Affiliate,Home,desktop,0.4207,2025-10-14,0
P03152,LV,Paid Search,Beauty,mobile,0.6626,2025-08-10,0
P03153,LT,Organic Search,Electronics,mobile,0.7627,2025-06-11,0
P03154,LV,CRM,Pet Care,desktop,0.2712,2025-06-09,0
P03155,LT,CRM,Beauty,mobile,0.5268,2025-04-12,0
P03156,LV,Paid Search,Electronics,mobile,0.3006,2025-07-26,1
P03157,LV,CRM,Home,desktop,0.2518,2025-08-25,1
P03158,LV,Organic Search,Home,desktop,0.2767,2025-09-14,0
P03159,LV,Paid Social,Pet Care,desktop,0.6498,2025-06-24,0
P03160,LT,CRM,Beauty,desktop,0.2347,2025-02-02,1
P03161,LV,Affiliate,Home,mobile,0.3822,2025-04-09,0
P03162,EE,Paid Social,Home,mobile,0.3852,2025-05-27,0
P03163,LV,Organic Search,Beauty,mobile,0.3319,2025-03-18,0
P03164,LV,CRM,Home,desktop,0.506,2025-07-21,0
P03165,LV,Paid Social,Sports,mobile,0.5801,2025-08-24,0
P03166,LV,Paid Social,Home,mobile,0.3285,2025-03-30,0
P03167,LV,Paid Social,Home,desktop,0.0655,2025-05-07,0
P03168,LT,Paid Search,Home,mobile,0.3366,2025-06-21,0
P03169,LT,Affiliate,Electronics,desktop,0.4118,2025-07-21,0
P03170,LV,CRM,Home,mobile,0.2254,2025-07-12,0
P03171,EE,Paid Search,Beauty,desktop,0.3214,2025-07-29,0
P03172,EE,Affiliate,Beauty,desktop,0.4118,2025-09-11,0
P03173,LV,CRM,Pet Care,mobile,0.1175,2025-08-29,0
P03174,EE,CRM,Home,desktop,0.4388,2025-10-26,1
P03175,LT,CRM,Beauty,mobile,0.2213,2025-01-07,0
P03176,EE,Paid Search,Sports,mobile,0.5411,2025-02-14,0
P03177,LV,CRM,Electronics,mobile,0.4655,2025-01-22,0
P03178,LV,Paid Search,Sports,mobile,0.2408,2025-05-18,0
P03179,LT,Paid Search,Pet Care,desktop,0.581,2025-02-15,0
P03180,EE,Organic Search,Beauty,desktop,0.5832,2025-09-06,0
P03181,LT,Paid Search,Home,desktop,0.4371,2025-03-14,0
P03182,LV,CRM,Home,desktop,0.6625,2025-04-14,1
P03183,LV,Paid Search,Beauty,mobile,0.7034,2025-04-11,0
P03184,LT,Paid Social,Electronics,mobile,0.1586,2025-01-31,0
P03185,LT,Paid Social,Electronics,mobile,0.2419,2025-05-03,0
P03186,LV,Paid Social,Electronics,mobile,0.0288,2025-02-05,0
P03187,LV,Affiliate,Home,mobile,0.4929,2025-06-08,0
P03188,LT,Paid Search,Electronics,mobile,0.5149,2025-10-23,1
P03189,LT,Organic Search,Sports,mobile,0.0881,2025-03-25,0
P03190,LT,Paid Social,Pet Care,mobile,0.8271,2025-04-12,0
P03191,LV,Organic Search,Electronics,desktop,0.5606,2025-03-11,0
P03192,LT,Paid Search,Electronics,mobile,0.4363,2025-06-09,0
P03193,LT,Paid Search,Home,desktop,0.4391,2025-09-05,0
P03194,LT,CRM,Sports,desktop,0.1441,2025-05-18,1
P03195,LT,Paid Social,Sports,mobile,0.2697,2025-05-16,0
P03196,EE,Paid Search,Sports,desktop,0.3326,2025-07-08,0
P03197,LV,Paid Search,Sports,mobile,0.4639,2025-05-10,1
P03198,LT,Organic Search,Pet Care,mobile,0.4337,2025-07-18,1
P03199,LT,Paid Search,Beauty,mobile,0.3295,2025-09-04,0
P03200,LT,Paid Search,Electronics,desktop,0.4411,2025-09-13,1
P03201,LV,Organic Search,Home,mobile,0.1811,2025-08-24,1
P03202,LV,Organic Search,Beauty,desktop,0.3518,2025-05-22,0
