order_id,carrier,promised_date,delivered_date,on_time,delivery_cost
O000934,EconomyBox,2025-02-16,2025-02-15,1,3.84
O000935,BalticPost,2025-02-25,2025-02-24,1,3.73
O000936,FastShip,2025-07-19,2025-07-20,0,6.03
O000937,BalticPost,2025-10-25,2025-10-24,1,4.68
O000938,FastShip,2025-11-15,2025-11-15,1,5.82
O000939,BalticPost,2025-03-05,2025-03-05,1,5.3
O000940,EconomyBox,2025-10-06,2025-10-06,1,3.53
O000941,FastShip,2025-09-24,2025-09-24,1,5.05
O000942,BalticPost,2025-03-07,2025-03-06,1,4.18
O000943,FastShip,2025-07-18,2025-07-18,1,5.03
O000944,BalticPost,2025-07-02,2025-07-02,1,4.78
O000945,BalticPost,2025-08-16,2025-08-16,1,5.35
O000946,BalticPost,2025-08-21,2025-08-20,1,6.06
O000947,BalticPost,2025-01-13,2025-01-13,1,4.62
O000948,FastShip,2025-02-03,2025-02-03,1,5.69
O000949,BalticPost,2025-02-21,2025-02-20,1,4.35
O000950,EconomyBox,2025-10-06,2025-10-06,1,3.81
O000951,EconomyBox,2025-11-22,2025-11-21,1,3.99
O000952,BalticPost,2025-01-07,2025-01-07,1,3.79
O000953,FastShip,2025-02-11,2025-02-10,1,5.13
O000954,EconomyBox,2025-06-09,2025-06-09,1,3.23
O000955,FastShip,2025-02-28,2025-02-27,1,4.35
O000956,EconomyBox,2025-05-07,2025-05-09,0,4.01
O000957,BalticPost,2025-05-01,2025-04-30,1,4.3
O000958,BalticPost,2025-02-14,2025-02-13,1,4.61
O000959,FastShip,2025-03-11,2025-03-11,1,6.0
O000960,FastShip,2025-09-25,2025-09-24,1,6.03
O000961,BalticPost,2025-10-30,2025-10-29,1,4.48
O000962,BalticPost,2025-12-26,2025-12-25,1,4.88
O000963,EconomyBox,2025-01-05,2025-01-04,1,3.64
O000964,FastShip,2025-02-13,2025-02-13,1,4.93
O000965,BalticPost,2025-01-18,2025-01-18,1,4.43
O000966,BalticPost,2025-03-02,2025-03-01,1,4.89
O000967,EconomyBox,2025-10-15,2025-10-14,1,2.9
O000968,BalticPost,2025-11-29,2025-11-29,1,4.31
O000969,BalticPost,2025-12-14,2025-12-13,1,4.69
O000970,BalticPost,2025-05-22,2025-05-22,1,3.7
O000971,FastShip,2025-05-17,2025-05-21,0,6.42
O000972,FastShip,2025-01-19,2025-01-19,1,6.47
O000973,FastShip,2025-06-25,2025-06-25,1,4.24
O000974,EconomyBox,2025-03-19,2025-03-21,0,4.11
O000975,BalticPost,2025-08-02,2025-08-02,1,3.67
O000976,EconomyBox,2025-09-10,2025-09-10,1,2.99
O000977,BalticPost,2025-09-11,2025-09-11,1,3.53
O000978,FastShip,2025-08-24,2025-08-23,1,5.7
O000979,FastShip,2025-03-25,2025-03-29,0,5.58
O000980,BalticPost,2025-07-16,2025-07-15,1,4.42
O000981,BalticPost,2025-08-06,2025-08-05,1,5.27
O000982,FastShip,2025-07-23,2025-07-22,1,5.92
O000983,FastShip,2025-01-10,2025-01-10,1,5.18
O000984,EconomyBox,2025-02-26,2025-02-27,0,4.42
O000985,FastShip,2025-03-13,2025-03-13,1,5.37
O000986,FastShip,2025-07-14,2025-07-13,1,5.83
O000987,FastShip,2025-05-01,2025-04-30,1,5.88
O000988,BalticPost,2025-03-16,2025-03-15,1,5.35
O000989,FastShip,2025-04-17,2025-04-17,1,5.68
O000990,FastShip,2025-03-11,2025-03-11,1,5.24
O000991,BalticPost,2025-04-12,2025-04-11,1,4.05
O000992,FastShip,2025-01-08,2025-01-10,0,5.63
O000993,FastShip,2025-02-22,2025-02-21,1,5.36
O000994,BalticPost,2025-02-21,2025-02-21,1,4.84
O000995,EconomyBox,2025-03-06,2025-03-05,1,3.68
O000996,BalticPost,2025-07-17,2025-07-17,1,5.27
O000997,BalticPost,2025-08-05,2025-08-05,1,4.91
O000998,BalticPost,2025-05-06,2025-05-06,1,4.37
O000999,EconomyBox,2025-01-05,2025-01-05,1,3.91
O001000,EconomyBox,2025-02-02,2025-02-06,0,3.81
O001001,BalticPost,2025-01-18,2025-01-17,1,5.94
O001002,EconomyBox,2025-01-26,2025-01-25,1,4.53
O001003,BalticPost,2025-02-18,2025-02-18,1,4.48
O001004,BalticPost,2025-03-31,2025-03-30,1,3.46
O001005,FastShip,2025-01-05,2025-01-05,1,5.77
O001006,BalticPost,2025-05-31,2025-05-30,1,3.64
O001007,FastShip,2025-02-22,2025-02-22,1,6.13
O001008,FastShip,2025-02-25,2025-02-24,1,6.56
O001009,EconomyBox,2025-06-27,2025-06-29,0,3.55
O001010,BalticPost,2025-07-26,2025-07-25,1,5.49
O001011,FastShip,2025-09-05,2025-09-04,1,5.04
O001012,EconomyBox,2025-03-12,2025-03-12,1,2.97
O001013,EconomyBox,2025-03-17,2025-03-17,1,3.94
O001014,EconomyBox,2025-05-01,2025-04-30,1,3.15
O001015,EconomyBox,2025-10-15,2025-10-14,1,4.14
O001016,FastShip,2025-03-26,2025-03-26,1,5.31
O001017,EconomyBox,2025-01-12,2025-01-11,1,4.35
O001018,FastShip,2025-02-15,2025-02-14,1,4.74
O001019,FastShip,2025-05-17,2025-05-17,1,5.46
O001020,BalticPost,2025-06-12,2025-06-11,1,3.91
O001021,BalticPost,2025-09-24,2025-09-23,1,4.67
O001022,BalticPost,2025-07-12,2025-07-11,1,3.91
O001023,EconomyBox,2025-06-05,2025-06-05,1,3.91
O001024,EconomyBox,2025-09-02,2025-09-01,1,4.69
O001025,EconomyBox,2025-09-29,2025-09-28,1,4.8
O001026,FastShip,2025-11-13,2025-11-12,1,6.12
O001027,BalticPost,2025-04-20,2025-04-20,1,5.47
O001028,EconomyBox,2025-09-03,2025-09-02,1,4.79
O001029,EconomyBox,2025-10-18,2025-10-18,1,5.27
O001030,EconomyBox,2025-11-23,2025-11-23,1,4.04
O001031,BalticPost,2025-04-12,2025-04-11,1,5.1
O001032,BalticPost,2025-03-14,2025-03-14,1,4.63
O001033,BalticPost,2025-10-11,2025-10-11,1,4.98
O001034,BalticPost,2025-07-27,2025-07-27,1,4.33
O001035,FastShip,2025-02-27,2025-02-26,1,6.11
O001036,BalticPost,2025-04-14,2025-04-14,1,4.99
O001037,EconomyBox,2025-07-15,2025-07-15,1,3.51
O001038,FastShip,2025-09-04,2025-09-04,1,5.88
O001039,BalticPost,2025-03-28,2025-03-28,1,3.67
O001040,FastShip,2025-02-01,2025-01-31,1,6.09
O001041,FastShip,2025-02-20,2025-02-20,1,5.93
O001042,BalticPost,2025-01-20,2025-01-19,1,4.76
O001043,BalticPost,2025-07-07,2025-07-06,1,4.79
O001044,EconomyBox,2025-08-18,2025-08-17,1,4.11
O001045,BalticPost,2025-01-06,2025-01-05,1,5.25
O001046,FastShip,2025-01-18,2025-01-18,1,6.0
O001047,FastShip,2025-09-20,2025-09-19,1,4.98
O001048,FastShip,2025-10-10,2025-10-10,1,5.11
O001049,BalticPost,2025-02-25,2025-02-25,1,4.01
O001050,BalticPost,2025-04-09,2025-04-08,1,4.65
O001051,EconomyBox,2025-07-22,2025-07-22,1,4.28
O001052,BalticPost,2025-02-05,2025-02-05,1,4.64
O001053,EconomyBox,2025-04-14,2025-04-14,1,3.85
O001054,BalticPost,2025-08-24,2025-08-23,1,5.41
O001055,BalticPost,2025-06-15,2025-06-14,1,4.4
O001056,FastShip,2025-03-17,2025-03-19,0,5.81
O001057,BalticPost,2025-02-01,2025-01-31,1,4.67
O001058,BalticPost,2025-07-31,2025-07-30,1,4.63
O001059,EconomyBox,2025-01-07,2025-01-06,1,4.93
O001060,FastShip,2025-02-02,2025-02-02,1,5.33
O001061,BalticPost,2025-03-28,2025-03-28,1,4.83
O001062,BalticPost,2025-10-11,2025-10-11,1,4.88
O001063,EconomyBox,2025-02-04,2025-02-03,1,2.89
O001064,FastShip,2025-04-28,2025-04-27,1,4.84
O001065,FastShip,2025-02-24,2025-02-23,1,6.81
O001066,BalticPost,2025-04-09,2025-04-09,1,5.88
O001067,BalticPost,2025-06-09,2025-06-08,1,3.77
O001068,FastShip,2025-07-19,2025-07-19,1,5.01
O001069,BalticPost,2025-03-22,2025-03-22,1,4.13
O001070,EconomyBox,2025-04-14,2025-04-13,1,4.89
O001071,BalticPost,2025-05-01,2025-04-30,1,5.21
O001072,BalticPost,2025-02-01,2025-02-01,1,4.2
O001073,EconomyBox,2025-08-22,2025-08-21,1,5.17
O001074,EconomyBox,2025-02-17,2025-02-17,1,3.77
O001075,EconomyBox,2025-04-06,2025-04-05,1,4.72
O001076,EconomyBox,2025-04-10,2025-04-13,0,4.8
O001077,FastShip,2025-10-28,2025-10-29,0,4.49
O001078,BalticPost,2025-12-12,2025-12-11,1,3.95
O001079,EconomyBox,2025-12-29,2025-12-28,1,3.37
O001080,FastShip,2025-01-14,2025-01-14,1,4.55
O001081,FastShip,2025-09-04,2025-09-03,1,5.96
O001082,BalticPost,2025-10-21,2025-10-20,1,4.07
O001083,BalticPost,2025-12-01,2025-11-30,1,4.11
O001084,BalticPost,2025-03-22,2025-03-21,1,3.89
O001085,EconomyBox,2025-05-08,2025-05-07,1,2.94
O001086,EconomyBox,2025-03-08,2025-03-07,1,3.6
O001087,EconomyBox,2025-06-28,2025-06-27,1,3.76
O001088,FastShip,2025-02-18,2025-02-18,1,5.81
O001089,FastShip,2025-03-15,2025-03-14,1,6.56
O001090,BalticPost,2025-09-04,2025-09-03,1,4.7
O001091,BalticPost,2025-06-12,2025-06-12,1,5.45
O001092,FastShip,2025-03-07,2025-03-07,1,5.11
O001093,FastShip,2025-04-25,2025-04-25,1,5.55
O001094,FastShip,2025-06-10,2025-06-09,1,4.56
O001095,FastShip,2025-02-26,2025-02-25,1,5.86
O001096,BalticPost,2025-03-21,2025-03-21,1,5.52
O001097,BalticPost,2025-07-18,2025-07-21,0,4.79
O001098,FastShip,2025-10-22,2025-10-21,1,4.36
O001099,BalticPost,2025-03-10,2025-03-10,1,5.41
O001100,BalticPost,2025-06-25,2025-06-25,1,4.28
O001101,BalticPost,2025-08-17,2025-08-16,1,5.73
O001102,FastShip,2025-09-09,2025-09-09,1,4.67
O001103,FastShip,2025-10-15,2025-10-14,1,5.12
O001104,EconomyBox,2025-10-25,2025-10-24,1,4.15
O001105,BalticPost,2025-07-26,2025-07-25,1,4.69
O001106,BalticPost,2025-09-05,2025-09-04,1,5.05
O001107,BalticPost,2025-01-25,2025-01-25,1,4.16
O001108,BalticPost,2025-02-27,2025-02-26,1,4.82
O001109,FastShip,2025-04-29,2025-04-28,1,6.41
O001110,BalticPost,2025-06-10,2025-06-09,1,4.75
O001111,FastShip,2025-07-16,2025-07-16,1,5.02
O001112,BalticPost,2025-08-09,2025-08-08,1,5.11
O001113,EconomyBox,2025-08-15,2025-08-15,1,3.9
O001114,FastShip,2025-05-13,2025-05-12,1,5.38
O001115,EconomyBox,2025-01-19,2025-01-18,1,4.34
O001116,BalticPost,2025-08-12,2025-08-12,1,4.56
O001117,EconomyBox,2025-05-06,2025-05-08,0,4.65
O001118,FastShip,2025-06-12,2025-06-12,1,6.35
O001119,EconomyBox,2025-08-01,2025-07-31,1,3.32
O001120,FastShip,2025-08-28,2025-08-27,1,4.26
O001121,BalticPost,2025-09-30,2025-09-30,1,3.6
O001122,BalticPost,2025-10-27,2025-10-27,1,4.87
O001123,FastShip,2025-09-09,2025-09-10,0,6.18
O001124,BalticPost,2025-05-23,2025-05-22,1,3.56
O001125,BalticPost,2025-06-15,2025-06-15,1,3.41
O001126,BalticPost,2025-03-01,2025-03-01,1,5.08
O001127,FastShip,2025-04-06,2025-04-05,1,5.63
O001128,EconomyBox,2025-03-11,2025-03-10,1,3.7
O001129,BalticPost,2025-06-05,2025-06-05,1,3.55
O001130,BalticPost,2025-01-18,2025-01-17,1,5.13
O001131,FastShip,2025-02-26,2025-02-26,1,7.16
O001132,BalticPost,2025-04-16,2025-04-15,1,4.81
O001133,BalticPost,2025-07-06,2025-07-08,0,4.86
O001134,FastShip,2025-03-10,2025-03-09,1,5.12
O001135,BalticPost,2025-07-18,2025-07-17,1,5.55
O001136,FastShip,2025-10-03,2025-10-06,0,6.31
O001137,BalticPost,2025-07-19,2025-07-20,0,4.89
O001138,EconomyBox,2025-04-26,2025-04-26,1,3.29
O001139,FastShip,2025-08-23,2025-08-22,1,5.72
O001140,BalticPost,2025-07-22,2025-07-21,1,4.06
O001141,FastShip,2025-01-13,2025-01-12,1,4.51
O001142,BalticPost,2025-05-28,2025-05-27,1,4.24
O001143,BalticPost,2025-02-08,2025-02-07,1,5.17
O001144,BalticPost,2025-10-16,2025-10-16,1,4.74
O001145,FastShip,2025-08-01,2025-08-01,1,4.33
O001146,FastShip,2025-05-22,2025-05-21,1,5.52
O001147,BalticPost,2025-05-01,2025-04-30,1,4.89
O001148,BalticPost,2025-02-19,2025-02-19,1,5.21
O001149,FastShip,2025-03-30,2025-03-29,1,5.9
O001150,BalticPost,2025-10-29,2025-10-29,1,5.44
O001151,FastShip,2025-03-08,2025-03-07,1,6.27
O001152,EconomyBox,2025-07-20,2025-07-19,1,4.91
O001153,FastShip,2025-04-05,2025-04-04,1,4.97
O001154,FastShip,2025-05-18,2025-05-18,1,5.46
O001155,BalticPost,2025-02-25,2025-02-25,1,3.96
O001156,BalticPost,2025-04-14,2025-04-14,1,5.09
O001157,BalticPost,2025-04-07,2025-04-06,1,4.14
O001158,FastShip,2025-02-12,2025-02-12,1,5.05
O001159,BalticPost,2025-02-02,2025-02-02,1,3.56
O001160,FastShip,2025-02-24,2025-02-24,1,5.12
O001161,EconomyBox,2025-09-03,2025-09-03,1,3.82
O001162,FastShip,2025-10-10,2025-10-09,1,5.16
O001163,BalticPost,2025-01-17,2025-01-16,1,4.25
O001164,EconomyBox,2025-03-03,2025-03-02,1,3.39
O001165,BalticPost,2025-03-18,2025-03-17,1,3.94
O001166,EconomyBox,2025-03-21,2025-03-20,1,4.21
O001167,FastShip,2025-07-12,2025-07-12,1,4.63
O001168,EconomyBox,2025-09-19,2025-09-18,1,4.74
O001169,BalticPost,2025-10-08,2025-10-07,1,4.39
O001170,BalticPost,2025-11-20,2025-11-19,1,4.34
O001171,BalticPost,2025-08-12,2025-08-12,1,4.65
O001172,BalticPost,2025-08-30,2025-08-29,1,5.2
O001173,EconomyBox,2025-10-09,2025-10-09,1,4.6
O001174,BalticPost,2025-10-16,2025-10-17,0,4.11
O001175,BalticPost,2025-11-29,2025-11-29,1,4.43
O001176,FastShip,2025-08-31,2025-08-31,1,7.12
O001177,EconomyBox,2025-10-04,2025-10-04,1,4.94
O001178,EconomyBox,2025-07-26,2025-07-26,1,2.9
O001179,BalticPost,2025-07-20,2025-07-20,1,4.28
O001180,BalticPost,2025-09-06,2025-09-06,1,5.31
O001181,FastShip,2025-10-02,2025-10-01,1,5.7
O001182,FastShip,2025-10-05,2025-10-05,1,5.35
O001183,EconomyBox,2025-01-29,2025-01-28,1,4.22
O001184,EconomyBox,2025-04-01,2025-04-01,1,3.67
O001185,EconomyBox,2025-10-19,2025-10-19,1,3.35
O001186,FastShip,2025-02-15,2025-02-15,1,5.18
O001187,BalticPost,2025-08-22,2025-08-22,1,4.53
O001188,FastShip,2025-05-15,2025-05-15,1,6.31
O001189,FastShip,2025-06-29,2025-06-30,0,5.67
O001190,BalticPost,2025-03-19,2025-03-18,1,4.58
O001191,BalticPost,2025-02-15,2025-02-16,0,6.02
O001192,BalticPost,2025-03-21,2025-03-21,1,5.89
O001193,BalticPost,2025-07-21,2025-07-20,1,4.86
O001194,EconomyBox,2025-09-16,2025-09-15,1,4.46
O001195,FastShip,2025-06-04,2025-06-04,1,5.17
O001196,BalticPost,2025-08-18,2025-08-17,1,4.58
O001197,FastShip,2025-07-24,2025-07-23,1,4.53
O001198,BalticPost,2025-08-13,2025-08-12,1,4.37
O001199,BalticPost,2025-10-02,2025-10-01,1,4.89
O001200,FastShip,2025-05-17,2025-05-16,1,4.8
O001201,BalticPost,2025-06-21,2025-06-21,1,4.84
O001202,FastShip,2025-06-28,2025-06-27,1,5.37
O001203,FastShip,2025-01-26,2025-01-27,0,4.9
O001204,FastShip,2025-03-06,2025-03-06,1,5.39
O001205,BalticPost,2025-08-06,2025-08-05,1,4.88
O001206,FastShip,2025-01-17,2025-01-16,1,5.07
O001207,FastShip,2025-02-14,2025-02-16,0,5.49
O001208,EconomyBox,2025-03-07,2025-03-06,1,4.24
O001209,BalticPost,2025-03-30,2025-03-29,1,5.33
O001210,FastShip,2025-06-08,2025-06-08,1,6.05
O001211,FastShip,2025-10-29,2025-10-29,1,4.41
O001212,BalticPost,2025-01-23,2025-01-22,1,4.71
O001213,FastShip,2025-05-30,2025-05-29,1,5.96
O001214,BalticPost,2025-06-23,2025-06-23,1,4.39
O001215,BalticPost,2025-01-19,2025-01-18,1,4.87
O001216,EconomyBox,2025-01-12,2025-01-11,1,2.96
O001217,FastShip,2025-06-22,2025-06-22,1,6.56
O001218,BalticPost,2025-10-09,2025-10-09,1,3.62
O001219,BalticPost,2025-08-27,2025-08-26,1,4.9
O001220,FastShip,2025-10-08,2025-10-07,1,6.44
O001221,FastShip,2025-02-07,2025-02-06,1,6.75
O001222,BalticPost,2025-09-03,2025-09-03,1,4.61
O001223,BalticPost,2025-09-01,2025-08-31,1,5.1
O001224,BalticPost,2025-07-08,2025-07-08,1,5.05
O001225,BalticPost,2025-02-06,2025-02-06,1,3.9
O001226,FastShip,2025-01-27,2025-01-26,1,5.0
O001227,BalticPost,2025-02-18,2025-02-17,1,4.6
O001228,EconomyBox,2025-02-08,2025-02-12,0,4.2
O001229,EconomyBox,2025-06-03,2025-06-02,1,3.7
O001230,BalticPost,2025-03-16,2025-03-16,1,4.82
O001231,FastShip,2025-10-29,2025-10-29,1,4.74
O001232,EconomyBox,2025-11-25,2025-11-29,0,3.37
O001233,EconomyBox,2025-10-06,2025-10-06,1,2.89
O001234,FastShip,2025-09-08,2025-09-08,1,6.37
O001235,BalticPost,2025-05-29,2025-05-28,1,3.89
O001236,EconomyBox,2025-07-24,2025-07-23,1,4.25
O001237,BalticPost,2025-04-29,2025-04-29,1,4.67
O001238,FastShip,2025-05-31,2025-05-30,1,5.09
O001239,FastShip,2025-04-05,2025-04-05,1,6.14
O001240,EconomyBox,2025-05-09,2025-05-09,1,4.06
O001241,BalticPost,2025-05-28,2025-05-28,1,4.66
O001242,BalticPost,2025-06-30,2025-06-29,1,3.8
O001243,EconomyBox,2025-08-12,2025-08-12,1,3.69
O001244,FastShip,2025-08-17,2025-08-16,1,5.18
O001245,EconomyBox,2025-05-29,2025-05-31,0,3.29
O001246,BalticPost,2025-08-21,2025-08-25,0,4.72
O001247,BalticPost,2025-09-12,2025-09-12,1,4.74
O001248,BalticPost,2025-10-28,2025-10-27,1,4.81
O001249,FastShip,2025-08-16,2025-08-15,1,4.52
O001250,EconomyBox,2025-10-19,2025-10-19,1,3.44
O001251,BalticPost,2025-12-01,2025-11-30,1,3.86
O001252,BalticPost,2025-12-12,2025-12-13,0,4.89
O001253,EconomyBox,2025-06-17,2025-06-16,1,3.57
O001254,BalticPost,2025-01-26,2025-01-26,1,4.31
O001255,BalticPost,2025-03-14,2025-03-14,1,5.52
O001256,BalticPost,2025-02-19,2025-02-18,1,4.56
O001257,EconomyBox,2025-07-04,2025-07-03,1,4.35
O001258,FastShip,2025-01-23,2025-01-23,1,5.2
O001259,FastShip,2025-06-02,2025-06-01,1,6.74
O001260,FastShip,2025-07-15,2025-07-15,1,5.93
O001261,BalticPost,2025-08-21,2025-08-20,1,3.8
O001262,FastShip,2025-09-24,2025-09-24,1,5.17
O001263,BalticPost,2025-01-22,2025-01-22,1,3.46
O001264,EconomyBox,2025-02-22,2025-02-22,1,3.21
O001265,EconomyBox,2025-03-30,2025-03-31,0,3.48
O001266,BalticPost,2025-02-28,2025-03-02,0,5.47
O001267,BalticPost,2025-02-24,2025-02-24,1,4.38
O001268,FastShip,2025-09-16,2025-09-15,1,5.63
O001269,FastShip,2025-05-12,2025-05-12,1,5.58
O001270,BalticPost,2025-05-31,2025-05-30,1,4.88
O001271,FastShip,2025-06-16,2025-06-18,0,5.96
O001272,BalticPost,2025-07-23,2025-07-23,1,5.14
O001273,EconomyBox,2025-03-20,2025-03-19,1,3.63
O001274,FastShip,2025-09-15,2025-09-14,1,6.28
O001275,BalticPost,2025-10-10,2025-10-11,0,5.03
O001276,FastShip,2025-10-31,2025-10-31,1,6.27
O001277,BalticPost,2025-02-21,2025-02-21,1,4.45
O001278,BalticPost,2025-09-28,2025-09-27,1,4.62
O001279,EconomyBox,2025-07-21,2025-07-21,1,3.59
O001280,BalticPost,2025-06-09,2025-06-09,1,3.99
O001281,BalticPost,2025-07-11,2025-07-11,1,4.54
O001282,FastShip,2025-04-30,2025-04-30,1,5.01
O001283,BalticPost,2025-05-19,2025-05-19,1,4.55
O001284,FastShip,2025-10-16,2025-10-15,1,4.37
O001285,EconomyBox,2025-12-03,2025-12-06,0,3.07
O001286,FastShip,2025-12-15,2025-12-14,1,5.01
O001287,EconomyBox,2025-10-12,2025-10-12,1,3.13
O001288,EconomyBox,2025-10-30,2025-10-29,1,3.72
O001289,BalticPost,2025-05-26,2025-05-30,0,5.59
O001290,FastShip,2025-03-01,2025-02-28,1,6.97
O001291,EconomyBox,2025-02-09,2025-02-08,1,3.62
O001292,FastShip,2025-02-19,2025-02-18,1,5.08
O001293,FastShip,2025-03-21,2025-03-20,1,5.28
O001294,BalticPost,2025-03-13,2025-03-12,1,5.06
O001295,FastShip,2025-01-31,2025-01-31,1,5.74
O001296,EconomyBox,2025-08-11,2025-08-14,0,4.33
O001297,EconomyBox,2025-04-08,2025-04-08,1,3.95
O001298,EconomyBox,2025-04-15,2025-04-14,1,5.25
O001299,FastShip,2025-05-29,2025-05-28,1,5.84
O001300,FastShip,2025-05-29,2025-05-29,1,6.15
O001301,BalticPost,2025-10-05,2025-10-04,1,3.84
O001302,BalticPost,2025-06-03,2025-06-03,1,4.69
O001303,BalticPost,2025-06-02,2025-06-01,1,3.94
O001304,BalticPost,2025-10-11,2025-10-12,0,4.36
O001305,BalticPost,2025-10-23,2025-10-22,1,4.69
O001306,BalticPost,2025-08-05,2025-08-04,1,4.77
O001307,EconomyBox,2025-08-23,2025-08-22,1,4.84
O001308,EconomyBox,2025-03-14,2025-03-13,1,3.44
O001309,BalticPost,2025-05-16,2025-05-16,1,4.14
O001310,BalticPost,2025-09-02,2025-09-01,1,3.83
O001311,FastShip,2025-10-03,2025-10-02,1,5.35
O001312,BalticPost,2025-01-27,2025-01-26,1,5.35
O001313,EconomyBox,2025-04-23,2025-04-26,0,3.52
O001314,FastShip,2025-08-16,2025-08-16,1,5.06
O001315,BalticPost,2025-07-07,2025-07-06,1,4.82
O001316,BalticPost,2025-08-02,2025-08-01,1,4.43
O001317,FastShip,2025-08-16,2025-08-15,1,4.89
O001318,BalticPost,2025-06-14,2025-06-14,1,4.68
O001319,EconomyBox,2025-04-24,2025-04-24,1,4.05
O001320,BalticPost,2025-06-11,2025-06-10,1,4.58
O001321,FastShip,2025-06-15,2025-06-15,1,4.63
O001322,BalticPost,2025-03-08,2025-03-08,1,4.49
O001323,FastShip,2025-01-09,2025-01-10,0,6.34
O001324,BalticPost,2025-03-17,2025-03-17,1,4.78
O001325,FastShip,2025-02-02,2025-02-01,1,4.7
O001326,FastShip,2025-10-24,2025-10-24,1,5.84
O001327,BalticPost,2025-12-07,2025-12-06,1,4.29
O001328,FastShip,2025-05-15,2025-05-15,1,4.41
O001329,BalticPost,2025-05-25,2025-05-25,1,4.95
O001330,FastShip,2025-06-15,2025-06-14,1,5.92
O001331,EconomyBox,2025-08-27,2025-08-30,0,5.08
O001332,FastShip,2025-05-27,2025-05-26,1,5.41
O001333,FastShip,2025-06-21,2025-06-21,1,4.97
O001334,FastShip,2025-01-11,2025-01-11,1,6.49
O001335,FastShip,2025-02-14,2025-02-14,1,4.35
O001336,FastShip,2025-06-10,2025-06-10,1,4.23
O001337,BalticPost,2025-07-10,2025-07-10,1,4.24
O001338,FastShip,2025-05-22,2025-05-22,1,5.05
O001339,BalticPost,2025-06-14,2025-06-17,0,4.47
O001340,BalticPost,2025-06-17,2025-06-21,0,4.95
O001341,BalticPost,2025-02-11,2025-02-12,0,3.54
O001342,BalticPost,2025-01-14,2025-01-14,1,4.22
O001343,EconomyBox,2025-04-03,2025-04-02,1,3.56
O001344,FastShip,2025-05-10,2025-05-13,0,6.49
O001345,EconomyBox,2025-06-10,2025-06-10,1,4.54
O001346,EconomyBox,2025-06-23,2025-06-24,0,3.48
O001347,FastShip,2025-09-26,2025-09-25,1,6.2
O001348,BalticPost,2025-07-17,2025-07-16,1,5.03
O001349,BalticPost,2025-09-30,2025-09-29,1,5.1
O001350,FastShip,2025-03-12,2025-03-12,1,5.73
O001351,BalticPost,2025-04-10,2025-04-10,1,5.51
O001352,FastShip,2025-06-02,2025-06-01,1,5.72
O001353,BalticPost,2025-02-18,2025-02-17,1,3.6
O001354,EconomyBox,2025-03-12,2025-03-12,1,3.52
O001355,BalticPost,2025-10-12,2025-10-11,1,4.46
O001356,FastShip,2025-07-29,2025-07-29,1,5.51
O001357,FastShip,2025-09-15,2025-09-15,1,5.36
O001358,BalticPost,2025-10-04,2025-10-04,1,5.13
O001359,EconomyBox,2025-03-01,2025-03-03,0,4.4
O001360,BalticPost,2025-03-21,2025-03-20,1,4.66
O001361,BalticPost,2025-03-29,2025-03-28,1,3.42
O001362,FastShip,2025-05-23,2025-05-22,1,5.15
O001363,EconomyBox,2025-07-04,2025-07-03,1,3.33
O001364,BalticPost,2025-08-17,2025-08-17,1,3.58
O001365,BalticPost,2025-10-30,2025-10-29,1,3.42
O001366,FastShip,2025-05-17,2025-05-17,1,6.21
O001367,BalticPost,2025-02-27,2025-02-27,1,5.06
O001368,BalticPost,2025-04-08,2025-04-08,1,4.84
O001369,FastShip,2025-07-03,2025-07-02,1,4.87
O001370,BalticPost,2025-08-03,2025-08-02,1,4.11
O001371,BalticPost,2025-02-22,2025-02-22,1,4.45
O001372,EconomyBox,2025-03-23,2025-03-23,1,3.45
O001373,BalticPost,2025-02-25,2025-02-24,1,4.0
O001374,EconomyBox,2025-09-16,2025-09-16,1,5.33
O001375,BalticPost,2025-10-27,2025-10-27,1,5.89
O001376,FastShip,2025-01-07,2025-01-07,1,6.01
O001377,FastShip,2025-07-29,2025-07-28,1,6.11
O001378,FastShip,2025-07-10,2025-07-10,1,5.43
O001379,BalticPost,2025-07-29,2025-07-28,1,4.31
O001380,BalticPost,2025-08-28,2025-08-27,1,4.37
O001381,BalticPost,2025-09-26,2025-09-26,1,4.87
O001382,BalticPost,2025-11-24,2025-11-24,1,4.3
O001383,FastShip,2025-12-29,2025-12-28,1,5.1
O001384,BalticPost,2026-01-03,2026-01-02,1,4.73
O001385,BalticPost,2025-02-05,2025-02-04,1,4.61
O001386,EconomyBox,2025-10-29,2025-10-28,1,4.7
O001387,FastShip,2025-04-17,2025-04-17,1,4.38
O001388,FastShip,2025-10-26,2025-10-25,1,5.6
O001389,BalticPost,2025-05-21,2025-05-24,0,4.32
O001390,BalticPost,2025-05-13,2025-05-13,1,3.41
O001391,BalticPost,2025-07-21,2025-07-20,1,4.73
O001392,EconomyBox,2025-09-16,2025-09-15,1,4.18
O001393,EconomyBox,2025-08-27,2025-08-27,1,3.48
O001394,EconomyBox,2025-10-10,2025-10-12,0,2.9
O001395,FastShip,2025-06-29,2025-06-28,1,5.62
O001396,BalticPost,2025-09-21,2025-09-20,1,4.24
O001397,BalticPost,2025-02-03,2025-02-03,1,3.65
O001398,BalticPost,2025-07-29,2025-07-28,1,4.61
O001399,EconomyBox,2025-01-13,2025-01-13,1,3.52
O001400,FastShip,2025-07-31,2025-07-30,1,5.1
