prospect_id,experiment_id,treatment,assignment_date
P02910,free_shipping_threshold,control,2025-10-04
P02911,free_shipping_threshold,control,2025-05-30
P02912,free_shipping_threshold,control,2025-03-22
P02913,free_shipping_threshold,control,2025-08-18
P02914,free_shipping_threshold,treatment,2025-08-03
P02915,free_shipping_threshold,treatment,2025-09-27
P02916,free_shipping_threshold,control,2025-01-19
P02917,free_shipping_threshold,treatment,2025-07-08
P02918,free_shipping_threshold,control,2025-03-18
P02919,free_shipping_threshold,treatment,2025-07-25
P02920,free_shipping_threshold,treatment,2025-10-15
P02921,free_shipping_threshold,treatment,2025-07-26
P02922,free_shipping_threshold,treatment,2025-09-25
P02923,free_shipping_threshold,treatment,2025-03-27
P02924,free_shipping_threshold,control,2025-04-29
P02925,free_shipping_threshold,control,2025-05-08
P02926,free_shipping_threshold,treatment,2025-02-25
P02927,free_shipping_threshold,treatment,2025-09-04
P02928,free_shipping_threshold,treatment,2025-02-21
P02929,free_shipping_threshold,control,2025-07-17
P02930,free_shipping_threshold,treatment,2025-09-13
P02931,free_shipping_threshold,control,2025-08-02
P02932,free_shipping_threshold,treatment,2025-01-08
P02933,free_shipping_threshold,control,2025-03-27
P02934,free_shipping_threshold,treatment,2025-05-09
P02935,free_shipping_threshold,control,2025-06-13
P02936,free_shipping_threshold,treatment,2025-03-05
P02937,free_shipping_threshold,control,2025-01-21
P02938,free_shipping_threshold,control,2025-07-20
P02939,free_shipping_threshold,control,2025-03-17
P02940,free_shipping_threshold,treatment,2025-10-08
P02941,free_shipping_threshold,control,2025-01-18
P02942,free_shipping_threshold,treatment,2025-09-12
P02943,free_shipping_threshold,control,2025-03-16
P02944,free_shipping_threshold,control,2025-01-08
P02945,free_shipping_threshold,treatment,2025-06-07
P02946,free_shipping_threshold,treatment,2025-04-13
P02947,free_shipping_threshold,treatment,2025-08-13
P02948,free_shipping_threshold,treatment,2025-02-18
P02949,free_shipping_threshold,treatment,2025-07-18
P02950,free_shipping_threshold,control,2025-08-10
P02951,free_shipping_threshold,control,2025-01-03
P02952,free_shipping_threshold,treatment,2025-07-09
P02953,free_shipping_threshold,control,2025-09-25
P02954,free_shipping_threshold,treatment,2025-06-06
P02955,free_shipping_threshold,treatment,2025-04-25
P02956,free_shipping_threshold,control,2025-03-10
P02957,free_shipping_threshold,control,2025-05-27
P02958,free_shipping_threshold,treatment,2025-08-06
P02959,free_shipping_threshold,treatment,2025-07-18
P02960,free_shipping_threshold,control,2025-03-19
P02961,free_shipping_threshold,control,2025-03-12
P02962,free_shipping_threshold,treatment,2025-01-25
P02963,free_shipping_threshold,treatment,2025-10-24
P02964,free_shipping_threshold,treatment,2025-01-29
P02965,free_shipping_threshold,control,2025-07-21
P02966,free_shipping_threshold,control,2025-07-07
P02967,free_shipping_threshold,treatment,2025-06-06
P02968,free_shipping_threshold,treatment,2025-08-30
P02969,free_shipping_threshold,control,2025-10-28
P02970,free_shipping_threshold,control,2025-10-25
P02971,free_shipping_threshold,treatment,2025-09-25
P02972,free_shipping_threshold,control,2025-08-06
P02973,free_shipping_threshold,control,2025-04-27
P02974,free_shipping_threshold,control,2025-05-25
P02975,free_shipping_threshold,control,2025-03-25
P02976,free_shipping_threshold,treatment,2025-06-05
P02977,free_shipping_threshold,treatment,2025-01-08
P02978,free_shipping_threshold,control,2025-09-07
P02979,free_shipping_threshold,control,2025-09-18
P02980,free_shipping_threshold,control,2025-06-27
P02981,free_shipping_threshold,treatment,2025-03-15
P02982,free_shipping_threshold,treatment,2025-10-13
P02983,free_shipping_threshold,control,2025-05-14
P02984,free_shipping_threshold,treatment,2025-07-23
P02985,free_shipping_threshold,control,2025-07-13
P02986,free_shipping_threshold,control,2025-08-29
P02987,free_shipping_threshold,treatment,2025-10-09
P02988,free_shipping_threshold,control,2025-05-23
P02989,free_shipping_threshold,treatment,2025-02-26
P02990,free_shipping_threshold,control,2025-10-03
P02991,free_shipping_threshold,treatment,2025-02-06
P02992,free_shipping_threshold,control,2025-02-16
P02993,free_shipping_threshold,control,2025-09-05
P02994,free_shipping_threshold,treatment,2025-03-18
P02995,free_shipping_threshold,control,2025-07-05
P02996,free_shipping_threshold,treatment,2025-02-11
P02997,free_shipping_threshold,control,2025-03-10
P02998,free_shipping_threshold,treatment,2025-09-03
P02999,free_shipping_threshold,treatment,2025-07-18
P03000,free_shipping_threshold,treatment,2025-04-03
P03001,free_shipping_threshold,control,2025-03-25
P03002,free_shipping_threshold,control,2025-04-12
P03003,free_shipping_threshold,control,2025-07-04
P03004,free_shipping_threshold,treatment,2025-05-06
P03005,free_shipping_threshold,treatment,2025-01-28
P03006,free_shipping_threshold,treatment,2025-06-06
P03007,free_shipping_threshold,treatment,2025-02-07
P03008,free_shipping_threshold,control,2025-08-08
P03009,free_shipping_threshold,treatment,2025-01-24
P03010,free_shipping_threshold,treatment,2025-07-18
P03011,free_shipping_threshold,treatment,2025-04-05
P03012,free_shipping_threshold,control,2025-05-05
P03013,free_shipping_threshold,treatment,2025-04-12
P03014,free_shipping_threshold,control,2025-05-14
P03015,free_shipping_threshold,control,2025-10-02
P03016,free_shipping_threshold,treatment,2025-07-25
P03017,free_shipping_threshold,control,2025-08-28
P03018,free_shipping_threshold,treatment,2025-05-31
P03019,free_shipping_threshold,treatment,2025-08-17
P03020,free_shipping_threshold,control,2025-09-12
P03021,free_shipping_threshold,treatment,2025-05-30
P03022,free_shipping_threshold,control,2025-10-21
P03023,free_shipping_threshold,control,2025-04-03
P03024,free_shipping_threshold,treatment,2025-10-08
P03025,free_shipping_threshold,control,2025-10-20
P03026,free_shipping_threshold,control,2025-08-02
P03027,free_shipping_threshold,control,2025-08-20
P03028,free_shipping_threshold,control,2025-09-22
P03029,free_shipping_threshold,treatment,2025-09-22
P03030,free_shipping_threshold,treatment,2025-03-11
P03031,free_shipping_threshold,treatment,2025-02-14
P03032,free_shipping_threshold,control,2025-05-13
P03033,free_shipping_threshold,control,2025-01-13
P03034,free_shipping_threshold,control,2025-08-30
P03035,free_shipping_threshold,control,2025-09-29
P03036,free_shipping_threshold,treatment,2025-01-24
P03037,free_shipping_threshold,treatment,2025-07-10
P03038,free_shipping_threshold,control,2025-10-15
P03039,free_shipping_threshold,treatment,2025-03-26
P03040,free_shipping_threshold,control,2025-04-20
P03041,free_shipping_threshold,treatment,2025-07-20
P03042,free_shipping_threshold,treatment,2025-08-13
P03043,free_shipping_threshold,control,2025-10-08
P03044,free_shipping_threshold,control,2025-07-23
P03045,free_shipping_threshold,treatment,2025-04-26
P03046,free_shipping_threshold,control,2025-08-05
P03047,free_shipping_threshold,control,2025-10-13
P03048,free_shipping_threshold,control,2025-07-08
P03049,free_shipping_threshold,control,2025-09-08
P03050,free_shipping_threshold,control,2025-02-21
P03051,free_shipping_threshold,control,2025-07-17
P03052,free_shipping_threshold,treatment,2025-02-24
P03053,free_shipping_threshold,control,2025-10-02
P03054,free_shipping_threshold,treatment,2025-08-05
P03055,free_shipping_threshold,treatment,2025-07-04
P03056,free_shipping_threshold,treatment,2025-01-01
P03057,free_shipping_threshold,control,2025-06-11
P03058,free_shipping_threshold,treatment,2025-04-21
P03059,free_shipping_threshold,control,2025-10-06
P03060,free_shipping_threshold,control,2025-01-20
P03061,free_shipping_threshold,treatment,2025-03-25
P03062,free_shipping_threshold,treatment,2025-05-24
P03063,free_shipping_threshold,control,2025-03-05
P03064,free_shipping_threshold,treatment,2025-02-07
P03065,free_shipping_threshold,treatment,2025-01-06
P03066,free_shipping_threshold,treatment,2025-10-20
P03067,free_shipping_threshold,control,2025-02-10
P03068,free_shipping_threshold,control,2025-09-02
P03069,free_shipping_threshold,treatment,2025-02-17
P03070,free_shipping_threshold,treatment,2025-03-14
P03071,free_shipping_threshold,treatment,2025-01-30
P03072,free_shipping_threshold,treatment,2025-06-02
P03073,free_shipping_threshold,treatment,2025-10-21
P03074,free_shipping_threshold,control,2025-05-31
P03075,free_shipping_threshold,treatment,2025-05-12
P03076,free_shipping_threshold,control,2025-05-22
P03077,free_shipping_threshold,treatment,2025-02-01
P03078,free_shipping_threshold,control,2025-07-27
P03079,free_shipping_threshold,control,2025-04-11
P03080,free_shipping_threshold,control,2025-03-03
P03081,free_shipping_threshold,control,2025-05-24
P03082,free_shipping_threshold,control,2025-01-08
P03083,free_shipping_threshold,control,2025-02-11
P03084,free_shipping_threshold,control,2025-03-10
P03085,free_shipping_threshold,control,2025-03-31
P03086,free_shipping_threshold,control,2025-06-07
P03087,free_shipping_threshold,control,2025-08-16
P03088,free_shipping_threshold,control,2025-09-17
P03089,free_shipping_threshold,treatment,2025-08-13
P03090,free_shipping_threshold,control,2025-09-15
P03091,free_shipping_threshold,control,2025-07-07
P03092,free_shipping_threshold,control,2025-05-19
P03093,free_shipping_threshold,treatment,2025-10-13
P03094,free_shipping_threshold,control,2025-01-11
P03095,free_shipping_threshold,treatment,2025-06-14
P03096,free_shipping_threshold,treatment,2025-03-05
P03097,free_shipping_threshold,control,2025-02-08
P03098,free_shipping_threshold,treatment,2025-01-11
P03099,free_shipping_threshold,treatment,2025-03-31
P03100,free_shipping_threshold,treatment,2025-03-09
P03101,free_shipping_threshold,treatment,2025-02-15
P03102,free_shipping_threshold,control,2025-08-26
P03103,free_shipping_threshold,control,2025-07-11
P03104,free_shipping_threshold,treatment,2025-10-09
P03105,free_shipping_threshold,control,2025-07-26
P03106,free_shipping_threshold,treatment,2025-08-01
P03107,free_shipping_threshold,control,2025-07-17
P03108,free_shipping_threshold,treatment,2025-07-22
P03109,free_shipping_threshold,treatment,2025-09-12
P03110,free_shipping_threshold,treatment,2025-02-26
P03111,free_shipping_threshold,control,2025-07-20
P03112,free_shipping_threshold,control,2025-03-26
P03113,free_shipping_threshold,treatment,2025-04-14
P03114,free_shipping_threshold,treatment,2025-02-10
P03115,free_shipping_threshold,control,2025-05-01
P03116,free_shipping_threshold,treatment,2025-07-08
P03117,free_shipping_threshold,control,2025-05-20
P03118,free_shipping_threshold,control,2025-04-03
P03119,free_shipping_threshold,treatment,2025-10-27
P03120,free_shipping_threshold,control,2025-09-17
P03121,free_shipping_threshold,control,2025-09-16
P03122,free_shipping_threshold,treatment,2025-05-14
P03123,free_shipping_threshold,treatment,2025-08-26
P03124,free_shipping_threshold,treatment,2025-02-24
P03125,free_shipping_threshold,treatment,2025-03-01
P03126,free_shipping_threshold,treatment,2025-06-30
P03127,free_shipping_threshold,treatment,2025-01-18
P03128,free_shipping_threshold,treatment,2025-04-13
P03129,free_shipping_threshold,control,2025-02-19
P03130,free_shipping_threshold,control,2025-09-18
P03131,free_shipping_threshold,control,2025-02-22
P03132,free_shipping_threshold,control,2025-06-09
P03133,free_shipping_threshold,treatment,2025-02-07
P03134,free_shipping_threshold,treatment,2025-08-20
P03135,free_shipping_threshold,treatment,2025-07-22
P03136,free_shipping_threshold,treatment,2025-01-08
P03137,free_shipping_threshold,treatment,2025-01-03
P03138,free_shipping_threshold,control,2025-01-17
P03139,free_shipping_threshold,control,2025-09-13
P03140,free_shipping_threshold,treatment,2025-01-04
P03141,free_shipping_threshold,control,2025-07-26
P03142,free_shipping_threshold,control,2025-08-26
P03143,free_shipping_threshold,treatment,2025-07-07
P03144,free_shipping_threshold,control,2025-03-05
P03145,free_shipping_threshold,treatment,2025-04-02
P03146,free_shipping_threshold,treatment,2025-03-03
P03147,free_shipping_threshold,control,2025-01-27
P03148,free_shipping_threshold,treatment,2025-10-04
P03149,free_shipping_threshold,treatment,2025-10-20
P03150,free_shipping_threshold,control,2025-04-18
P03151,free_shipping_threshold,control,2025-10-14
P03152,free_shipping_threshold,control,2025-08-10
P03153,free_shipping_threshold,treatment,2025-06-11
P03154,free_shipping_threshold,control,2025-06-09
P03155,free_shipping_threshold,treatment,2025-04-12
P03156,free_shipping_threshold,control,2025-07-26
P03157,free_shipping_threshold,control,2025-08-25
P03158,free_shipping_threshold,control,2025-09-14
P03159,free_shipping_threshold,treatment,2025-06-24
P03160,free_shipping_threshold,treatment,2025-02-02
P03161,free_shipping_threshold,treatment,2025-04-09
P03162,free_shipping_threshold,control,2025-05-27
P03163,free_shipping_threshold,treatment,2025-03-18
P03164,free_shipping_threshold,control,2025-07-21
P03165,free_shipping_threshold,control,2025-08-24
P03166,free_shipping_threshold,control,2025-03-30
P03167,free_shipping_threshold,treatment,2025-05-07
P03168,free_shipping_threshold,treatment,2025-06-21
P03169,free_shipping_threshold,treatment,2025-07-21
P03170,free_shipping_threshold,control,2025-07-12
P03171,free_shipping_threshold,treatment,2025-07-29
P03172,free_shipping_threshold,control,2025-09-11
P03173,free_shipping_threshold,control,2025-08-29
P03174,free_shipping_threshold,control,2025-10-26
P03175,free_shipping_threshold,treatment,2025-01-07
P03176,free_shipping_threshold,control,2025-02-14
P03177,free_shipping_threshold,control,2025-01-22
P03178,free_shipping_threshold,treatment,2025-05-18
P03179,free_shipping_threshold,control,2025-02-15
P03180,free_shipping_threshold,treatment,2025-09-06
P03181,free_shipping_threshold,treatment,2025-03-14
P03182,free_shipping_threshold,control,2025-04-14
P03183,free_shipping_threshold,control,2025-04-11
P03184,free_shipping_threshold,control,2025-01-31
P03185,free_shipping_threshold,treatment,2025-05-03
P03186,free_shipping_threshold,treatment,2025-02-05
P03187,free_shipping_threshold,control,2025-06-08
P03188,free_shipping_threshold,treatment,2025-10-23
P03189,free_shipping_threshold,treatment,2025-03-25
P03190,free_shipping_threshold,treatment,2025-04-12
P03191,free_shipping_threshold,treatment,2025-03-11
P03192,free_shipping_threshold,control,2025-06-09
P03193,free_shipping_threshold,treatment,2025-09-05
P03194,free_shipping_threshold,treatment,2025-05-18
P03195,free_shipping_threshold,control,2025-05-16
P03196,free_shipping_threshold,control,2025-07-08
P03197,free_shipping_threshold,treatment,2025-05-10
P03198,free_shipping_threshold,treatment,2025-07-18
P03199,free_shipping_threshold,treatment,2025-09-04
P03200,free_shipping_threshold,control,2025-09-13
P03201,free_shipping_threshold,control,2025-08-24
P03202,free_shipping_threshold,treatment,2025-05-22
P03203,free_shipping_threshold,control,2025-06-26
P03204,free_shipping_threshold,control,2025-03-26
P03205,free_shipping_threshold,control,2025-09-20
P03206,free_shipping_threshold,control,2025-09-18
P03207,free_shipping_threshold,control,2025-04-13
P03208,free_shipping_threshold,control,2025-01-31
P03209,free_shipping_threshold,control,2025-03-22
P03210,free_shipping_threshold,treatment,2025-01-20
P03211,free_shipping_threshold,treatment,2025-01-25
P03212,free_shipping_threshold,control,2025-08-20
P03213,free_shipping_threshold,control,2025-07-26
P03214,free_shipping_threshold,treatment,2025-01-10
P03215,free_shipping_threshold,treatment,2025-04-10
P03216,free_shipping_threshold,control,2025-07-28
P03217,free_shipping_threshold,treatment,2025-10-06
P03218,free_shipping_threshold,control,2025-09-29
P03219,free_shipping_threshold,control,2025-10-11
P03220,free_shipping_threshold,control,2025-07-10
P03221,free_shipping_threshold,control,2025-01-21
P03222,free_shipping_threshold,treatment,2025-07-09
P03223,free_shipping_threshold,control,2025-10-19
P03224,free_shipping_threshold,treatment,2025-01-24
P03225,free_shipping_threshold,control,2025-01-09
P03226,free_shipping_threshold,treatment,2025-05-05
P03227,free_shipping_threshold,control,2025-05-20
P03228,free_shipping_threshold,control,2025-10-13
P03229,free_shipping_threshold,treatment,2025-10-11
P03230,free_shipping_threshold,treatment,2025-08-12
P03231,free_shipping_threshold,treatment,2025-08-09
P03232,free_shipping_threshold,treatment,2025-02-24
P03233,free_shipping_threshold,treatment,2025-08-01
P03234,free_shipping_threshold,treatment,2025-10-23
P03235,free_shipping_threshold,treatment,2025-06-05
P03236,free_shipping_threshold,treatment,2025-07-22
P03237,free_shipping_threshold,treatment,2025-07-09
P03238,free_shipping_threshold,treatment,2025-06-07
P03239,free_shipping_threshold,control,2025-07-13
P03240,free_shipping_threshold,treatment,2025-01-17
P03241,free_shipping_threshold,treatment,2025-10-15
P03242,free_shipping_threshold,treatment,2025-02-11
P03243,free_shipping_threshold,control,2025-08-25
P03244,free_shipping_threshold,control,2025-01-14
P03245,free_shipping_threshold,control,2025-04-04
P03246,free_shipping_threshold,control,2025-02-28
P03247,free_shipping_threshold,treatment,2025-06-12
P03248,free_shipping_threshold,treatment,2025-07-13
P03249,free_shipping_threshold,treatment,2025-01-29
P03250,free_shipping_threshold,treatment,2025-08-27
P03251,free_shipping_threshold,control,2025-08-06
P03252,free_shipping_threshold,control,2025-07-13
P03253,free_shipping_threshold,control,2025-09-03
P03254,free_shipping_threshold,treatment,2025-02-13
P03255,free_shipping_threshold,treatment,2025-10-27
P03256,free_shipping_threshold,treatment,2025-07-15
P03257,free_shipping_threshold,treatment,2025-10-24
P03258,free_shipping_threshold,treatment,2025-06-04
P03259,free_shipping_threshold,control,2025-05-04
P03260,free_shipping_threshold,control,2025-04-21
P03261,free_shipping_threshold,treatment,2025-09-01
P03262,free_shipping_threshold,control,2025-10-17
P03263,free_shipping_threshold,control,2025-03-27
P03264,free_shipping_threshold,control,2025-06-24
P03265,free_shipping_threshold,treatment,2025-02-07
P03266,free_shipping_threshold,treatment,2025-05-02
P03267,free_shipping_threshold,control,2025-03-11
P03268,free_shipping_threshold,treatment,2025-09-09
P03269,free_shipping_threshold,treatment,2025-09-07
P03270,free_shipping_threshold,control,2025-03-30
P03271,free_shipping_threshold,treatment,2025-04-22
P03272,free_shipping_threshold,control,2025-02-06
P03273,free_shipping_threshold,control,2025-04-23
P03274,free_shipping_threshold,treatment,2025-06-28
P03275,free_shipping_threshold,treatment,2025-03-17
P03276,free_shipping_threshold,treatment,2025-06-24
P03277,free_shipping_threshold,control,2025-03-06
P03278,free_shipping_threshold,treatment,2025-04-28
P03279,free_shipping_threshold,control,2025-08-08
P03280,free_shipping_threshold,treatment,2025-07-17
P03281,free_shipping_threshold,control,2025-08-30
P03282,free_shipping_threshold,treatment,2025-04-24
P03283,free_shipping_threshold,control,2025-01-03
P03284,free_shipping_threshold,control,2025-08-23
P03285,free_shipping_threshold,treatment,2025-05-23
P03286,free_shipping_threshold,control,2025-07-13
P03287,free_shipping_threshold,treatment,2025-07-26
P03288,free_shipping_threshold,treatment,2025-02-08
P03289,free_shipping_threshold,treatment,2025-07-26
P03290,free_shipping_threshold,treatment,2025-10-14
P03291,free_shipping_threshold,control,2025-08-21
P03292,free_shipping_threshold,treatment,2025-01-25
P03293,free_shipping_threshold,control,2025-03-08
P03294,free_shipping_threshold,treatment,2025-09-06
P03295,free_shipping_threshold,treatment,2025-07-15
P03296,free_shipping_threshold,control,2025-05-09
P03297,free_shipping_threshold,control,2025-06-15
P03298,free_shipping_threshold,treatment,2025-01-29
P03299,free_shipping_threshold,control,2025-02-04
P03300,free_shipping_threshold,treatment,2025-06-20
P03301,free_shipping_threshold,treatment,2025-01-20
P03302,free_shipping_threshold,treatment,2025-09-19
P03303,free_shipping_threshold,control,2025-01-10
P03304,free_shipping_threshold,control,2025-10-05
P03305,free_shipping_threshold,treatment,2025-08-13
P03306,free_shipping_threshold,control,2025-02-25
P03307,free_shipping_threshold,control,2025-06-26
P03308,free_shipping_threshold,control,2025-03-10
P03309,free_shipping_threshold,treatment,2025-05-11
P03310,free_shipping_threshold,treatment,2025-06-25
P03311,free_shipping_threshold,treatment,2025-09-06
P03312,free_shipping_threshold,treatment,2025-09-09
P03313,free_shipping_threshold,treatment,2025-01-12
P03314,free_shipping_threshold,control,2025-10-17
P03315,free_shipping_threshold,control,2025-03-30
P03316,free_shipping_threshold,control,2025-07-31
P03317,free_shipping_threshold,treatment,2025-10-21
P03318,free_shipping_threshold,treatment,2025-06-19
P03319,free_shipping_threshold,control,2025-04-28
P03320,free_shipping_threshold,control,2025-03-22
P03321,free_shipping_threshold,control,2025-09-25
P03322,free_shipping_threshold,control,2025-01-30
P03323,free_shipping_threshold,treatment,2025-06-04
P03324,free_shipping_threshold,treatment,2025-08-16
P03325,free_shipping_threshold,treatment,2025-07-06
P03326,free_shipping_threshold,treatment,2025-06-13
P03327,free_shipping_threshold,control,2025-03-28
P03328,free_shipping_threshold,control,2025-08-15
P03329,free_shipping_threshold,treatment,2025-02-27
P03330,free_shipping_threshold,control,2025-05-10
P03331,free_shipping_threshold,treatment,2025-02-19
P03332,free_shipping_threshold,control,2025-06-09
P03333,free_shipping_threshold,treatment,2025-09-05
P03334,free_shipping_threshold,treatment,2025-03-25
P03335,free_shipping_threshold,control,2025-02-23
P03336,free_shipping_threshold,control,2025-08-14
P03337,free_shipping_threshold,control,2025-07-06
P03338,free_shipping_threshold,control,2025-02-17
P03339,free_shipping_threshold,control,2025-07-13
P03340,free_shipping_threshold,control,2025-03-06
P03341,free_shipping_threshold,treatment,2025-03-19
P03342,free_shipping_threshold,treatment,2025-08-28
P03343,free_shipping_threshold,treatment,2025-04-14
P03344,free_shipping_threshold,control,2025-03-14
P03345,free_shipping_threshold,treatment,2025-01-12
P03346,free_shipping_threshold,treatment,2025-06-18
P03347,free_shipping_threshold,control,2025-01-12
P03348,free_shipping_threshold,control,2025-06-06
P03349,free_shipping_threshold,treatment,2025-03-22
P03350,free_shipping_threshold,control,2025-06-04
P03351,free_shipping_threshold,treatment,2025-05-09
P03352,free_shipping_threshold,treatment,2025-02-02
P03353,free_shipping_threshold,control,2025-08-17
P03354,free_shipping_threshold,control,2025-01-13
P03355,free_shipping_threshold,control,2025-05-31
P03356,free_shipping_threshold,treatment,2025-07-30
P03357,free_shipping_threshold,control,2025-01-17
P03358,free_shipping_threshold,control,2025-06-17
P03359,free_shipping_threshold,treatment,2025-06-19
P03360,free_shipping_threshold,control,2025-07-11
P03361,free_shipping_threshold,treatment,2025-09-27
P03362,free_shipping_threshold,treatment,2025-10-01
P03363,free_shipping_threshold,treatment,2025-05-07
P03364,free_shipping_threshold,treatment,2025-08-03
P03365,free_shipping_threshold,control,2025-10-05
P03366,free_shipping_threshold,treatment,2025-06-04
P03367,free_shipping_threshold,treatment,2025-02-11
P03368,free_shipping_threshold,control,2025-09-07
P03369,free_shipping_threshold,treatment,2025-03-16
P03370,free_shipping_threshold,treatment,2025-02-01
P03371,free_shipping_threshold,control,2025-09-01
P03372,free_shipping_threshold,treatment,2025-07-27
P03373,free_shipping_threshold,control,2025-09-29
P03374,free_shipping_threshold,treatment,2025-02-23
P03375,free_shipping_threshold,treatment,2025-08-07
P03376,free_shipping_threshold,control,2025-09-22
P03377,free_shipping_threshold,control,2025-10-07
P03378,free_shipping_threshold,treatment,2025-07-14
P03379,free_shipping_threshold,control,2025-08-08
P03380,free_shipping_threshold,treatment,2025-03-08
P03381,free_shipping_threshold,treatment,2025-04-08
P03382,free_shipping_threshold,treatment,2025-01-17
P03383,free_shipping_threshold,treatment,2025-06-06
P03384,free_shipping_threshold,control,2025-10-19
P03385,free_shipping_threshold,control,2025-02-01
P03386,free_shipping_threshold,control,2025-06-21
P03387,free_shipping_threshold,control,2025-04-18
P03388,free_shipping_threshold,treatment,2025-07-16
P03389,free_shipping_threshold,control,2025-01-21
P03390,free_shipping_threshold,treatment,2025-04-30
P03391,free_shipping_threshold,control,2025-07-19
P03392,free_shipping_threshold,treatment,2025-01-05
P03393,free_shipping_threshold,control,2025-09-08
P03394,free_shipping_threshold,control,2025-01-27
P03395,free_shipping_threshold,control,2025-04-18
P03396,free_shipping_threshold,control,2025-03-28
P03397,free_shipping_threshold,control,2025-09-13
P03398,free_shipping_threshold,treatment,2025-09-02
P03399,free_shipping_threshold,control,2025-09-23
P03400,free_shipping_threshold,control,2025-04-15
P03401,free_shipping_threshold,treatment,2025-03-22
P03402,free_shipping_threshold,treatment,2025-02-22
P03403,free_shipping_threshold,treatment,2025-10-05
P03404,free_shipping_threshold,control,2025-07-20
P03405,free_shipping_threshold,treatment,2025-07-18
P03406,free_shipping_threshold,control,2025-10-27
P03407,free_shipping_threshold,control,2025-04-01
P03408,free_shipping_threshold,treatment,2025-10-09
P03409,free_shipping_threshold,treatment,2025-08-31
P03410,free_shipping_threshold,treatment,2025-07-11
P03411,free_shipping_threshold,control,2025-01-27
P03412,free_shipping_threshold,treatment,2025-10-20
P03413,free_shipping_threshold,treatment,2025-08-08
P03414,free_shipping_threshold,treatment,2025-07-06
P03415,free_shipping_threshold,treatment,2025-05-05
P03416,free_shipping_threshold,treatment,2025-01-05
P03417,free_shipping_threshold,control,2025-03-19
P03418,free_shipping_threshold,control,2025-06-25
P03419,free_shipping_threshold,control,2025-02-22
P03420,free_shipping_threshold,control,2025-05-06
P03421,free_shipping_threshold,treatment,2025-10-09
P03422,free_shipping_threshold,treatment,2025-02-04
P03423,free_shipping_threshold,treatment,2025-08-26
P03424,free_shipping_threshold,control,2025-05-30
P03425,free_shipping_threshold,control,2025-08-18
P03426,free_shipping_threshold,treatment,2025-01-05
P03427,free_shipping_threshold,control,2025-10-18
P03428,free_shipping_threshold,control,2025-08-30
P03429,free_shipping_threshold,treatment,2025-08-20
P03430,free_shipping_threshold,treatment,2025-02-02
P03431,free_shipping_threshold,treatment,2025-04-19
P03432,free_shipping_threshold,treatment,2025-02-16
P03433,free_shipping_threshold,treatment,2025-02-13
P03434,free_shipping_threshold,treatment,2025-04-13
P03435,free_shipping_threshold,treatment,2025-08-15
P03436,free_shipping_threshold,control,2025-08-23
P03437,free_shipping_threshold,treatment,2025-02-18
P03438,free_shipping_threshold,treatment,2025-03-04
P03439,free_shipping_threshold,treatment,2025-01-06
P03440,free_shipping_threshold,control,2025-01-09
P03441,free_shipping_threshold,treatment,2025-07-20
P03442,free_shipping_threshold,control,2025-10-22
P03443,free_shipping_threshold,treatment,2025-03-15
P03444,free_shipping_threshold,control,2025-04-03
P03445,free_shipping_threshold,control,2025-07-17
P03446,free_shipping_threshold,treatment,2025-09-05
P03447,free_shipping_threshold,control,2025-01-10
P03448,free_shipping_threshold,control,2025-01-28
P03449,free_shipping_threshold,treatment,2025-02-10
P03450,free_shipping_threshold,treatment,2025-10-05
P03451,free_shipping_threshold,control,2025-06-19
P03452,free_shipping_threshold,control,2025-05-30
P03453,free_shipping_threshold,control,2025-01-10
P03454,free_shipping_threshold,treatment,2025-09-13
P03455,free_shipping_threshold,control,2025-08-23
P03456,free_shipping_threshold,control,2025-08-15
P03457,free_shipping_threshold,control,2025-04-04
P03458,free_shipping_threshold,treatment,2025-01-16
P03459,free_shipping_threshold,treatment,2025-07-11
P03460,free_shipping_threshold,treatment,2025-02-15
P03461,free_shipping_threshold,treatment,2025-10-25
P03462,free_shipping_threshold,treatment,2025-02-16
P03463,free_shipping_threshold,control,2025-05-05
P03464,free_shipping_threshold,treatment,2025-07-08
P03465,free_shipping_threshold,treatment,2025-10-10
P03466,free_shipping_threshold,treatment,2025-07-24
P03467,free_shipping_threshold,control,2025-01-10
P03468,free_shipping_threshold,treatment,2025-10-06
P03469,free_shipping_threshold,treatment,2025-05-01
P03470,free_shipping_threshold,treatment,2025-07-05
P03471,free_shipping_threshold,control,2025-07-15
P03472,free_shipping_threshold,control,2025-06-18
P03473,free_shipping_threshold,treatment,2025-01-26
P03474,free_shipping_threshold,control,2025-03-27
P03475,free_shipping_threshold,control,2025-05-02
P03476,free_shipping_threshold,control,2025-02-11
P03477,free_shipping_threshold,treatment,2025-09-08
P03478,free_shipping_threshold,control,2025-01-09
P03479,free_shipping_threshold,treatment,2025-01-14
P03480,free_shipping_threshold,treatment,2025-02-06
P03481,free_shipping_threshold,control,2025-06-25
P03482,free_shipping_threshold,treatment,2025-10-22
P03483,free_shipping_threshold,control,2025-01-09
P03484,free_shipping_threshold,treatment,2025-07-18
P03485,free_shipping_threshold,treatment,2025-01-15
P03486,free_shipping_threshold,control,2025-06-03
P03487,free_shipping_threshold,treatment,2025-09-16
P03488,free_shipping_threshold,treatment,2025-07-30
P03489,free_shipping_threshold,control,2025-10-04
P03490,free_shipping_threshold,treatment,2025-06-20
