order_id,customer_id,prospect_id,order_date,market,acquisition_channel,category,order_status,gross_revenue,discount_amount,refund_amount,product_cost,delivery_cost,payment_cost,fulfillment_cost,attributed_marketing_cost,net_revenue,contribution_margin
O001441,C01015,P03301,2025-01-20,EE,Organic Search,Pet Care,completed,36.8,0.0,0,19.2,4.33,0.86,2.1,4.96,36.8,5.35
O001442,C01016,P03305,2025-08-13,LV,Organic Search,Beauty,completed,35.76,1.79,0,15.99,2.87,0.84,2.18,6.23,33.97,5.86
O001443,C01016,P03305,2025-09-13,LV,Organic Search,Pet Care,completed,28.05,0.0,0,15.28,3.92,0.7,2.03,0.19,28.05,5.93
O001444,C01017,P03308,2025-03-10,LT,Paid Search,Pet Care,completed,37.26,0.0,0,19.17,5.97,0.87,2.73,24.22,37.26,-15.7
O001445,C01018,P03310,2025-06-25,LV,Organic Search,Sports,completed,79.42,5.56,0,47.94,5.02,1.63,2.36,4.76,73.86,12.15
O001446,C01018,P03310,2025-08-11,LV,Organic Search,Home,completed,71.46,5.0,0,41.03,4.17,1.49,2.18,0.14,66.46,17.45
O001447,C01018,P03310,2025-08-04,LV,Organic Search,Home,completed,98.07,6.86,0,56.08,3.91,1.97,2.73,0.14,91.21,26.38
O001448,C01018,P03310,2025-11-10,LV,Organic Search,Home,completed,109.39,7.66,0,61.16,4.06,2.17,1.9,0.14,101.73,32.3
O001449,C01019,P03311,2025-09-06,LV,CRM,Pet Care,completed,31.04,3.1,0,15.63,4.17,0.76,2.63,4.41,27.94,0.34
O001450,C01020,P03324,2025-08-16,LT,Paid Search,Electronics,completed,27.92,0.0,0,19.58,5.64,0.7,2.16,21.34,27.92,-21.5
O001451,C01021,P03326,2025-06-13,LV,CRM,Home,completed,74.38,5.21,0,43.82,5.04,1.54,2.27,3.79,69.17,12.71
O001452,C01022,P03327,2025-03-28,LV,Paid Search,Home,completed,38.32,3.83,0,21.17,5.54,0.89,2.12,19.88,34.49,-15.11
O001453,C01023,P03329,2025-02-27,LV,Organic Search,Sports,completed,46.18,0.0,0,27.64,5.33,1.03,2.25,5.99,46.18,3.94
O001454,C01023,P03329,2025-04-10,LV,Organic Search,Beauty,completed,36.59,0.0,0,16.26,4.41,0.86,2.02,0.18,36.59,12.86
O001455,C01024,P03332,2025-06-09,LV,CRM,Sports,completed,110.32,0.0,0,65.87,3.31,2.19,2.32,3.08,110.32,33.55
O001456,C01025,P03334,2025-03-25,LT,Organic Search,Home,completed,59.47,4.16,0,32.92,4.82,1.27,1.99,4.43,55.31,9.88
O001457,C01026,P03337,2025-07-06,LV,CRM,Electronics,completed,88.04,0.0,0,62.93,3.57,1.78,2.65,3.96,88.04,13.15
O001458,C01027,P03340,2025-03-06,LV,Organic Search,Beauty,completed,21.7,0.0,0,9.18,3.87,0.59,1.97,5.94,21.7,0.15
O001459,C01028,P03345,2025-01-12,LV,Affiliate,Home,completed,71.95,5.04,0,41.08,4.82,1.5,1.96,15.27,66.91,2.28
O001460,C01028,P03345,2025-02-25,LV,Affiliate,Pet Care,completed,23.2,0.0,0,11.98,5.68,0.62,2.33,0.46,23.2,2.13
O001461,C01028,P03345,2025-04-04,LV,Affiliate,Home,completed,71.79,5.03,0,40.85,3.27,1.49,2.25,0.46,66.76,18.44
O001462,C01028,P03345,2025-05-24,LV,Affiliate,Beauty,completed,30.18,0.0,0,12.92,3.4,0.74,2.33,0.46,30.18,10.33
O001463,C01029,P03348,2025-06-06,LV,Paid Social,Sports,completed,79.97,4.0,79.95,48.83,4.66,1.64,1.95,23.54,-3.98,-84.6
O001464,C01030,P03350,2025-06-04,LT,Affiliate,Sports,completed,78.02,3.9,0,47.79,4.78,1.6,2.79,11.43,74.12,5.73
O001465,C01031,P03351,2025-05-09,LT,Paid Social,Beauty,completed,37.74,0.0,0,16.86,5.17,0.88,2.07,20.3,37.74,-7.54
O001466,C01032,P03352,2025-02-02,EE,Organic Search,Sports,completed,43.87,4.39,41.82,26.57,6.77,0.99,2.36,6.82,-2.34,-45.85
O001467,C01032,P03352,2025-03-14,EE,Organic Search,Sports,completed,86.08,6.03,79.5,53.27,5.22,1.75,2.2,0.2,0.55,-62.09
O001468,C01033,P03355,2025-05-31,EE,CRM,Pet Care,completed,28.12,2.81,0,15.31,6.56,0.71,2.69,4.11,25.31,-4.07
O001469,C01034,P03358,2025-06-17,LV,Organic Search,Sports,completed,104.54,10.45,0,64.18,3.45,2.08,2.52,4.85,94.09,17.01
O001470,C01035,P03360,2025-07-11,LT,CRM,Beauty,completed,53.05,0.0,0,23.09,5.3,1.15,2.55,3.92,53.05,17.04
O001471,C01035,P03360,2025-07-30,LT,CRM,Electronics,completed,114.43,0.0,112.39,78.82,5.75,2.26,2.33,0.12,2.04,-87.24
O001472,C01035,P03360,2025-08-18,LT,CRM,Home,completed,29.55,0.0,0,17.02,5.48,0.73,1.91,0.12,29.55,4.29
O001473,C01036,P03362,2025-10-01,LT,Organic Search,Home,completed,54.48,0.0,0,32.24,6.0,1.18,2.72,6.27,54.48,6.07
O001474,C01036,P03362,2025-11-01,LT,Organic Search,Sports,completed,66.83,4.68,0,39.87,5.32,1.4,2.09,0.19,62.15,13.28
O001475,C01036,P03362,2025-12-22,LT,Organic Search,Home,completed,41.23,0.0,0,23.26,5.37,0.94,2.06,0.19,41.23,9.41
O001476,C01037,P03363,2025-05-07,LT,Affiliate,Home,completed,56.38,3.95,0,31.02,6.06,1.21,2.67,11.66,52.43,-0.19
O001477,C01038,P03367,2025-02-11,EE,Paid Search,Electronics,completed,156.5,10.96,0,109.55,5.98,3.02,2.06,19.05,145.54,5.88
O001478,C01039,P03368,2025-09-07,LV,Paid Social,Electronics,completed,145.12,7.26,0,104.26,4.6,2.81,1.92,27.91,137.86,-3.64
O001479,C01040,P03370,2025-02-01,EE,Paid Social,Home,completed,71.85,5.03,0,41.51,6.07,1.49,2.43,29.44,66.82,-14.12
O001480,C01041,P03379,2025-08-08,EE,Affiliate,Home,completed,80.75,0.0,0,46.61,6.73,1.65,2.68,17.68,80.75,5.4
O001481,C01042,P03380,2025-03-08,LV,Paid Search,Electronics,completed,86.19,6.03,0,60.39,3.75,1.75,2.1,18.79,80.16,-6.62
O001482,C01042,P03380,2025-04-10,LV,Paid Search,Beauty,completed,39.18,0.0,0,18.04,5.7,0.91,2.26,0.56,39.18,11.71
O001483,C01043,P03386,2025-06-21,EE,Paid Social,Pet Care,completed,40.72,4.07,28.95,22.12,4.64,0.93,2.76,22.26,7.7,-45.01
O001484,C01044,P03391,2025-07-19,LT,Organic Search,Beauty,completed,45.93,4.59,0,20.71,5.74,1.03,2.16,5.01,41.34,6.69
O001485,C01044,P03391,2025-08-13,LT,Organic Search,Home,completed,90.62,9.06,0,53.46,4.41,1.83,2.26,0.15,81.56,19.45
O001486,C01044,P03391,2025-10-17,LT,Organic Search,Sports,completed,74.92,0.0,0,45.56,5.2,1.55,2.45,0.15,74.92,20.01
O001487,C01045,P03392,2025-01-05,LV,Paid Search,Electronics,completed,73.93,5.18,0,53.01,4.83,1.53,2.13,15.14,68.75,-7.89
O001488,C01046,P03398,2025-09-02,LT,Paid Social,Sports,completed,74.93,7.49,0,44.29,4.86,1.55,2.07,25.52,67.44,-10.85
O001489,C01046,P03398,2025-09-28,LT,Paid Social,Sports,completed,53.31,5.33,0,31.74,3.81,1.16,2.32,0.77,47.98,8.18
O001490,C01047,P03402,2025-02-22,LT,Paid Search,Electronics,completed,79.2,5.54,70.6,53.65,5.24,1.63,2.55,22.39,3.06,-82.4
O001491,C01047,P03402,2025-03-12,LT,Paid Search,Beauty,completed,23.83,0.0,0,10.12,4.71,0.63,2.11,0.67,23.83,5.59
O001492,C01048,P03405,2025-07-18,LV,Affiliate,Beauty,completed,40.93,0.0,0,17.9,4.51,0.94,2.52,13.38,40.93,1.68
O001493,C01049,P03412,2025-10-20,LT,Paid Social,Electronics,completed,87.29,6.11,0,60.71,4.64,1.77,2.7,18.4,81.18,-7.04
O001494,C01050,P03418,2025-06-25,LV,Organic Search,Pet Care,completed,32.71,3.27,0,17.62,5.07,0.79,2.63,4.8,29.44,-1.47
O001495,C01051,P03425,2025-08-18,EE,Paid Social,Home,completed,79.27,3.96,0,46.97,4.88,1.63,2.68,27.76,75.31,-8.61
O001496,C01052,P03426,2025-01-05,LT,Paid Social,Electronics,completed,83.74,8.37,0,59.74,3.57,1.71,2.27,27.49,75.37,-19.41
O001497,C01053,P03428,2025-08-30,LV,Organic Search,Sports,completed,77.85,0.0,0,46.0,3.72,1.6,2.41,6.61,77.85,17.51
O001498,C01054,P03433,2025-02-13,LV,Paid Social,Beauty,completed,37.5,0.0,0,16.77,3.63,0.88,2.7,29.59,37.5,-16.07
O001499,C01055,P03435,2025-08-15,LT,Affiliate,Electronics,completed,77.28,5.41,0,54.65,6.39,1.59,2.7,19.14,71.87,-12.6
O001500,C01056,P03438,2025-03-04,LT,Organic Search,Beauty,completed,19.26,0.96,0,8.32,4.37,0.55,2.17,5.91,18.3,-3.02
O001501,C01057,P03441,2025-07-20,LV,Paid Search,Home,completed,50.42,0.0,0,29.47,5.01,1.11,2.23,17.26,50.42,-4.66
O001502,C01058,P03448,2025-01-28,EE,CRM,Sports,completed,91.78,9.18,0,53.28,5.76,1.85,2.56,4.25,82.6,14.9
O001503,C01059,P03449,2025-02-10,LT,Organic Search,Home,completed,67.16,4.7,0,38.37,4.96,1.41,2.03,6.3,62.46,9.39
O001504,C01060,P03450,2025-10-05,LT,Paid Search,Beauty,completed,13.7,0.69,0,6.11,4.43,0.45,2.37,20.23,13.01,-20.58
O001505,C01061,P03451,2025-06-19,LV,Paid Search,Home,completed,82.57,0.0,0,46.48,3.45,1.69,2.42,15.88,82.57,12.65
O001506,C01062,P03455,2025-08-23,LV,Paid Search,Beauty,completed,47.6,0.0,0,20.91,4.04,1.06,2.26,19.4,47.6,-0.07
O001507,C01063,P03459,2025-07-11,LT,Paid Search,Home,completed,27.35,0.0,0,15.54,4.64,0.69,2.5,21.75,27.35,-17.77
O001508,C01064,P03461,2025-10-25,LV,CRM,Electronics,completed,83.79,5.87,0,60.57,4.54,1.71,2.59,4.49,77.92,4.02
O001509,C01065,P03467,2025-01-10,LV,Paid Search,Sports,completed,41.79,0.0,0,24.88,3.45,0.95,2.38,16.95,41.79,-6.82
O001510,C01066,P03468,2025-10-06,LV,Affiliate,Electronics,completed,83.83,5.87,0,57.56,3.89,1.71,2.01,17.0,77.96,-4.21
O001511,C01067,P03473,2025-01-26,LV,CRM,Home,completed,73.42,5.14,0,41.62,3.9,1.52,1.93,5.18,68.28,14.13
O001512,C01068,P03477,2025-09-08,LV,Paid Social,Home,completed,66.62,4.66,0,37.14,3.6,1.4,2.6,29.88,61.96,-12.66
O001513,C01069,P03483,2025-01-09,LV,CRM,Home,completed,66.22,3.31,0,38.82,3.41,1.39,2.06,3.8,62.91,13.43
O001514,C01070,P03485,2025-01-15,LV,Organic Search,Electronics,completed,116.73,8.17,0,83.32,4.72,2.3,2.79,4.48,108.56,10.95
O001515,C01071,P03492,2025-09-12,LV,Paid Search,Home,completed,86.99,4.35,0,48.83,3.72,1.77,2.17,21.21,82.64,4.94
O001516,C01072,P03494,2025-03-10,LV,Paid Search,Sports,completed,109.78,5.49,0,64.71,5.22,2.18,2.42,19.21,104.29,10.55
O001517,C01072,P03494,2025-04-09,LV,Paid Search,Pet Care,completed,33.64,0.0,0,17.76,4.52,0.81,2.49,0.58,33.64,7.48
O001518,C01072,P03494,2025-05-25,LV,Paid Search,Sports,completed,78.12,7.81,0,47.74,4.2,1.61,2.37,0.58,70.31,13.81
O001519,C01072,P03494,2025-06-11,LV,Paid Search,Sports,completed,101.64,0.0,0,59.15,4.71,2.03,2.69,0.58,101.64,32.48
O001520,C01073,P03496,2025-05-12,LV,Paid Search,Sports,completed,41.9,0.0,0,25.53,3.56,0.95,2.24,18.29,41.9,-8.67
O001521,C01073,P03496,2025-05-31,LV,Paid Search,Home,completed,63.0,6.3,0,34.53,4.8,1.33,2.36,0.55,56.7,13.13
O001522,C01074,P03500,2025-04-23,LT,Paid Social,Electronics,completed,99.03,6.93,0,69.88,6.15,1.98,2.58,21.42,92.1,-9.91
O001523,C01075,P03505,2025-06-18,LV,Paid Search,Electronics,completed,173.35,0.0,0,125.5,3.73,3.32,2.06,15.26,173.35,23.48
O001524,C01075,P03505,2025-07-07,LV,Paid Search,Beauty,completed,31.49,0.0,0,13.6,5.64,0.77,2.51,0.46,31.49,8.51
O001525,C01075,P03505,2025-07-28,LV,Paid Search,Beauty,completed,14.86,0.0,0,6.69,3.81,0.47,2.48,0.46,14.86,0.95
O001526,C01076,P03506,2025-05-16,LT,Paid Search,Home,completed,50.31,0.0,0,29.36,4.74,1.11,2.03,16.59,50.31,-3.52
O001527,C01077,P03514,2025-05-07,EE,Organic Search,Sports,completed,82.78,8.28,0,50.46,5.87,1.69,2.53,5.05,74.5,8.9
O001528,C01078,P03515,2025-05-08,LT,Paid Social,Beauty,completed,35.96,0.0,0,15.88,3.9,0.85,2.06,19.48,35.96,-6.21
O001529,C01079,P03516,2025-02-15,LV,Paid Search,Home,completed,67.26,0.0,0,36.96,3.66,1.41,2.06,19.45,67.26,3.72
O001530,C01080,P03518,2025-02-17,EE,Paid Search,Beauty,completed,40.56,2.03,0,17.29,5.09,0.93,2.37,18.25,38.53,-5.4
O001531,C01080,P03518,2025-03-23,EE,Paid Search,Beauty,completed,53.85,0.0,0,23.32,4.22,1.17,2.51,0.55,53.85,22.08
O001532,C01081,P03525,2025-01-31,LV,CRM,Beauty,completed,45.29,0.0,0,19.73,4.14,1.02,2.64,3.8,45.29,13.96
O001533,C01082,P03528,2025-02-27,LV,Organic Search,Beauty,completed,20.62,0.0,0,9.47,3.81,0.57,2.37,5.79,20.62,-1.39
O001534,C01082,P03528,2025-04-07,LV,Organic Search,Sports,completed,61.85,0.0,0,36.89,3.16,1.31,2.03,0.17,61.85,18.29
O001535,C01083,P03530,2025-03-30,LV,Paid Search,Pet Care,completed,28.95,0.0,0,15.04,3.03,0.72,1.97,17.92,28.95,-9.73
O001536,C01084,P03531,2025-03-28,EE,Paid Search,Beauty,completed,54.66,0.0,0,24.04,6.11,1.18,2.61,22.74,54.66,-2.02
O001537,C01085,P03533,2025-02-06,LV,Paid Search,Electronics,completed,94.35,0.0,0,64.98,3.76,1.9,2.53,25.04,94.35,-3.86
O001538,C01085,P03533,2025-03-16,LV,Paid Search,Electronics,completed,120.01,0.0,0,83.63,4.53,2.36,2.61,0.75,120.01,26.13
O001539,C01086,P03535,2025-07-15,LV,Organic Search,Pet Care,completed,45.67,0.0,0,23.87,4.06,1.02,2.39,4.99,45.67,9.34
O001540,C01086,P03535,2025-08-13,LV,Organic Search,Pet Care,completed,44.01,0.0,0,23.46,4.94,0.99,2.62,0.15,44.01,11.85
O001541,C01086,P03535,2025-09-01,LV,Organic Search,Home,completed,51.55,0.0,0,30.43,4.85,1.13,2.12,0.15,51.55,12.87
O001542,C01087,P03537,2025-01-04,LT,CRM,Home,completed,52.22,0.0,0,30.36,6.43,1.14,2.75,3.4,52.22,8.14
O001543,C01087,P03537,2025-01-22,LT,CRM,Beauty,completed,40.18,0.0,0,17.89,5.42,0.92,2.1,0.1,40.18,13.75
O001544,C01087,P03537,2025-03-19,LT,CRM,Home,completed,76.81,0.0,0,45.4,5.08,1.58,2.08,0.1,76.81,22.57
O001545,C01088,P03540,2025-10-12,EE,Paid Social,Beauty,completed,31.98,0.0,0,13.39,6.85,0.78,2.52,20.39,31.98,-11.95
O001546,C01088,P03540,2025-11-21,EE,Paid Social,Home,completed,71.61,5.01,52.65,41.61,5.19,1.49,2.71,0.61,13.95,-37.66
O001547,C01089,P03542,2025-05-17,LV,CRM,Electronics,completed,159.05,0.0,0,109.76,4.24,3.06,2.43,4.08,159.05,35.48
O001548,C01089,P03542,2025-07-01,LV,CRM,Beauty,completed,38.36,1.92,0,17.02,5.4,0.89,2.27,0.12,36.44,10.74
O001549,C01090,P03544,2025-04-22,LV,Organic Search,Sports,completed,77.05,5.39,0,44.5,5.47,1.59,2.06,3.76,71.66,14.28
O001550,C01091,P03547,2025-05-06,LT,Paid Social,Beauty,completed,28.0,0.0,0,11.66,4.41,0.7,2.38,24.17,28.0,-15.32
O001551,C01092,P03549,2025-09-17,LT,Organic Search,Sports,completed,60.53,4.24,0,37.41,5.57,1.29,2.41,4.72,56.29,4.89
O001552,C01093,P03555,2025-09-08,LT,Organic Search,Home,completed,57.53,4.03,0,31.77,4.6,1.24,2.58,5.65,53.5,7.66
O001553,C01093,P03555,2025-10-25,LT,Organic Search,Home,completed,64.86,4.54,0,37.31,5.6,1.37,2.74,0.17,60.32,13.13
O001554,C01093,P03555,2025-10-24,LT,Organic Search,Electronics,completed,147.8,14.78,135.69,100.37,4.62,2.86,2.06,0.17,-2.67,-112.75
O001555,C01094,P03557,2025-08-19,LV,Affiliate,Home,completed,54.06,0.0,0,31.97,4.51,1.17,2.33,20.36,54.06,-6.28
O001556,C01095,P03564,2025-10-24,LV,Affiliate,Electronics,completed,80.97,5.67,0,55.19,3.12,1.66,2.1,12.75,75.3,0.48
O001557,C01096,P03565,2025-02-23,LT,CRM,Pet Care,completed,36.72,0.0,0,18.34,4.32,0.86,1.98,3.79,36.72,7.43
O001558,C01097,P03572,2025-04-18,LT,Paid Search,Sports,completed,70.64,0.0,0,41.61,5.29,1.47,2.35,13.93,70.64,5.99
O001559,C01098,P03575,2025-07-23,LT,Paid Search,Beauty,completed,22.81,0.0,0,10.1,6.22,0.61,1.95,16.73,22.81,-12.8
O001560,C01099,P03583,2025-02-09,EE,Paid Search,Sports,completed,90.18,0.0,0,53.18,4.91,1.82,2.2,16.96,90.18,11.11
O001561,C01099,P03583,2025-03-05,EE,Paid Search,Home,completed,98.22,0.0,90.45,57.19,6.01,1.97,2.6,0.51,7.77,-60.51
O001562,C01099,P03583,2025-04-28,EE,Paid Search,Home,completed,67.8,0.0,0,39.41,5.77,1.42,2.43,0.51,67.8,18.26
O001563,C01099,P03583,2025-04-19,EE,Paid Search,Home,completed,43.88,0.0,0,25.41,6.78,0.99,1.96,0.51,43.88,8.23
O001564,C01100,P03585,2025-02-08,LT,Paid Social,Home,completed,14.74,0.74,0,8.54,5.08,0.47,2.31,23.28,14.0,-25.68
O001565,C01101,P03587,2025-09-16,LV,Affiliate,Home,completed,69.38,0.0,0,41.15,5.46,1.45,2.66,13.91,69.38,4.75
O001566,C01102,P03588,2025-03-04,EE,CRM,Home,completed,43.12,0.0,0,24.67,5.28,0.98,2.01,5.18,43.12,5.0
O001567,C01103,P03603,2025-09-19,LV,Paid Search,Sports,completed,87.39,6.12,0,52.05,3.41,1.77,2.19,22.85,81.27,-1.0
O001568,C01104,P03604,2025-01-25,LV,CRM,Beauty,completed,34.4,0.0,0,15.82,3.62,0.82,2.67,4.53,34.4,6.94
O001569,C01105,P03607,2025-01-30,LV,Organic Search,Pet Care,completed,47.09,0.0,0,25.19,3.1,1.05,2.13,5.59,47.09,10.03
O001570,C01106,P03609,2025-06-07,EE,Affiliate,Electronics,completed,12,0,0,8.25,5.77,0.42,2.0,14.62,12,-19.06
O001571,C01106,P03609,2025-07-02,EE,Affiliate,Home,completed,96.14,6.73,0,56.61,5.82,1.93,2.36,0.44,89.41,22.25
O001572,C01107,P03612,2025-03-09,LV,CRM,Home,completed,57.62,5.76,44.6,33.58,3.93,1.24,1.97,5.1,7.26,-38.56
O001573,C01108,P03614,2025-03-01,LT,Paid Search,Pet Care,completed,26.28,0.0,0,14.18,5.26,0.67,2.33,22.62,26.28,-18.78
O001574,C01109,P03618,2025-04-25,LV,Organic Search,Sports,completed,27.0,2.7,0,16.0,3.78,0.69,2.04,3.86,24.3,-2.07
O001575,C01109,P03618,2025-05-16,LV,Organic Search,Pet Care,completed,29.33,0.0,0,15.95,4.81,0.73,2.58,0.12,29.33,5.14
O001576,C01110,P03622,2025-03-18,LT,CRM,Home,completed,28.74,2.87,0,16.35,4.83,0.72,2.24,5.18,25.87,-3.45
O001577,C01110,P03622,2025-04-12,LT,CRM,Electronics,completed,63.17,6.32,0,43.95,5.36,1.34,2.01,0.16,56.85,4.03
O001578,C01111,P03624,2025-10-09,EE,Paid Social,Beauty,completed,31.87,0.0,0,14.12,6.11,0.77,2.16,21.45,31.87,-12.74
O001579,C01112,P03629,2025-09-01,LV,CRM,Beauty,completed,36.66,0.0,0,16.07,4.6,0.86,1.96,5.52,36.66,7.65
O001580,C01113,P03636,2025-09-12,LV,Paid Search,Pet Care,completed,31.28,0.0,0,15.72,5.54,0.76,2.05,20.35,31.28,-13.14
O001581,C01114,P03638,2025-02-11,LV,Paid Search,Beauty,completed,61.59,0.0,0,28.29,4.33,1.31,1.95,20.85,61.59,4.86
O001582,C01114,P03638,2025-03-20,LV,Paid Search,Beauty,completed,29.59,1.48,0,13.05,5.4,0.73,2.27,0.63,28.11,6.03
O001583,C01114,P03638,2025-03-31,LV,Paid Search,Beauty,completed,26.53,0.0,0,11.77,3.38,0.68,2.55,0.63,26.53,7.52
O001584,C01115,P03639,2025-04-06,LT,Paid Search,Beauty,completed,18.86,0.0,0,8.27,5.29,0.54,2.36,21.07,18.86,-18.67
O001585,C01116,P03642,2025-03-07,LV,Organic Search,Sports,completed,35.57,0.0,0,20.64,5.15,0.84,2.24,5.02,35.57,1.68
O001586,C01117,P03643,2025-02-15,LV,Paid Social,Pet Care,completed,28.19,1.41,0,14.81,3.02,0.71,2.37,26.77,26.78,-20.9
O001587,C01118,P03644,2025-05-08,LV,Paid Search,Home,completed,103.7,0.0,0,56.89,4.57,2.07,2.4,12.8,103.7,24.97
O001588,C01118,P03644,2025-05-26,LV,Paid Search,Sports,completed,71.34,0.0,58.53,43.44,5.05,1.48,2.19,0.38,12.81,-39.73
O001589,C01119,P03650,2025-10-18,EE,Affiliate,Pet Care,completed,53.58,5.36,0,27.88,7.03,1.16,1.99,16.91,48.22,-6.75
O001590,C01120,P03653,2025-06-15,EE,Organic Search,Home,completed,61.76,6.18,0,34.43,5.72,1.31,2.61,5.13,55.58,6.38
O001591,C01121,P03654,2025-07-24,LV,Affiliate,Electronics,completed,145.35,14.54,0,98.57,3.87,2.82,1.92,19.11,130.81,4.52
O001592,C01122,P03655,2025-01-10,EE,Paid Search,Sports,completed,61.95,0.0,0,36.04,5.73,1.32,2.48,17.17,61.95,-0.79
O001593,C01123,P03659,2025-06-10,LV,Paid Search,Sports,completed,126.36,0.0,0,74.16,3.74,2.47,2.02,13.03,126.36,30.94
O001594,C01124,P03662,2025-09-15,EE,Paid Search,Beauty,completed,45.99,0.0,0,19.16,4.01,1.03,1.96,17.76,45.99,2.07
O001595,C01125,P03669,2025-03-10,LV,Paid Search,Electronics,completed,135.84,9.51,0,96.99,3.17,2.65,1.95,17.49,126.33,4.08
O001596,C01126,P03672,2025-04-16,LV,Paid Search,Pet Care,completed,21.84,1.09,0,10.9,4.19,0.59,2.76,20.09,20.75,-17.78
O001597,C01127,P03673,2025-07-10,LT,CRM,Sports,completed,57.8,2.89,44.65,35.89,5.97,1.24,2.1,3.91,10.26,-38.85
O001598,C01128,P03681,2025-06-24,LV,CRM,Home,completed,55.98,2.8,0,32.48,3.87,1.21,2.77,3.9,53.18,8.95
O001599,C01129,P03686,2025-08-23,LT,CRM,Electronics,completed,127.07,6.35,0,90.0,6.14,2.49,2.09,4.43,120.72,15.57
O001600,C01130,P03687,2025-09-13,LT,Organic Search,Electronics,completed,82.52,5.78,0,56.48,5.11,1.69,2.52,6.69,76.74,4.25
O001601,C01130,P03687,2025-10-04,LT,Organic Search,Electronics,completed,156.39,10.95,0,107.53,5.32,3.02,2.35,0.2,145.44,27.02
O001602,C01131,P03691,2025-03-05,LV,Paid Search,Home,completed,56.81,0.0,0,33.37,4.32,1.22,2.25,21.61,56.81,-5.96
O001603,C01132,P03692,2025-09-12,EE,Paid Search,Home,completed,91.53,6.41,0,54.45,5.86,1.85,2.72,21.92,85.12,-1.68
O001604,C01133,P03696,2025-07-22,LV,Organic Search,Sports,completed,94.16,4.71,0,54.5,3.85,1.89,1.92,5.1,89.45,22.19
O001605,C01134,P03702,2025-06-02,LV,CRM,Beauty,completed,54.28,0.0,0,24.29,5.02,1.18,2.47,3.29,54.28,18.03
O001606,C01135,P03706,2025-05-17,LT,Paid Search,Pet Care,completed,26.24,2.62,0,14.19,3.63,0.67,2.33,15.57,23.62,-12.77
O001607,C01136,P03708,2025-08-13,LT,Paid Social,Electronics,completed,106.26,0.0,0,75.64,5.36,2.11,2.21,25.04,106.26,-4.1
O001608,C01136,P03708,2025-09-26,LT,Paid Social,Electronics,completed,38.73,1.94,0,26.19,5.41,0.9,2.52,0.75,36.79,1.02
O001609,C01137,P03709,2025-08-23,LV,Paid Search,Home,completed,81.41,0.0,0,47.93,3.39,1.67,2.07,17.46,81.41,8.89
O001610,C01138,P03714,2025-01-20,EE,Paid Search,Home,completed,62.78,4.39,0,36.63,5.72,1.33,2.27,19.76,58.39,-7.32
O001611,C01139,P03717,2025-10-27,LV,Paid Search,Electronics,completed,148.53,0.0,0,106.66,5.12,2.87,2.28,19.23,148.53,12.37
O001612,C01140,P03720,2025-09-09,LT,Paid Social,Electronics,completed,67.32,6.73,0,45.99,4.03,1.41,2.77,28.74,60.59,-22.35
O001613,C01141,P03722,2025-05-12,EE,Affiliate,Beauty,completed,51.08,0.0,0,23.65,5.74,1.12,2.79,15.3,51.08,2.48
O001614,C01142,P03723,2025-06-05,LV,Paid Search,Electronics,completed,103.31,5.17,0,74.03,4.34,2.06,2.53,17.45,98.14,-2.27
O001615,C01143,P03731,2025-02-27,LV,Organic Search,Home,completed,78.71,3.94,0,43.8,5.54,1.62,2.17,5.46,74.77,16.18
O001616,C01144,P03735,2025-06-17,LT,Paid Search,Sports,completed,58.95,2.95,0,34.66,5.49,1.26,2.65,17.88,56.0,-5.94
O001617,C01145,P03740,2025-01-20,LV,Paid Search,Beauty,completed,41.22,4.12,0,18.76,5.24,0.94,2.61,23.98,37.1,-14.43
O001618,C01146,P03742,2025-06-28,LT,Affiliate,Beauty,completed,29.98,1.5,0,13.39,4.59,0.74,2.36,11.76,28.48,-4.36
O001619,C01147,P03746,2025-06-01,LT,CRM,Electronics,completed,106.84,0.0,102.82,73.98,5.45,2.12,2.21,3.6,4.02,-83.34
O001620,C01148,P03748,2025-02-02,EE,Paid Social,Beauty,completed,49.25,0.0,0,20.69,4.14,1.09,2.57,28.22,49.25,-7.46
O001621,C01149,P03753,2025-01-10,LV,Paid Social,Electronics,completed,151.2,7.56,0,102.46,5.13,2.92,2.03,28.41,143.64,2.69
O001622,C01150,P03756,2025-06-07,LT,Paid Social,Beauty,completed,12,0.6,0,5.05,4.97,0.42,2.16,20.78,11.4,-21.98
O001623,C01151,P03761,2025-08-20,LV,Affiliate,Pet Care,completed,17.18,0.0,0,8.54,3.47,0.51,2.18,18.64,17.18,-16.16
O001624,C01152,P03762,2025-01-19,LT,Paid Search,Beauty,completed,48.55,0.0,0,22.39,3.81,1.07,2.54,20.35,48.55,-1.61
O001625,C01153,P03763,2025-04-08,LV,Organic Search,Pet Care,completed,25.58,1.28,0,13.3,3.84,0.66,2.05,4.18,24.3,0.27
O001626,C01153,P03763,2025-04-28,LV,Organic Search,Pet Care,completed,27.47,2.75,0,13.85,4.29,0.69,2.01,0.13,24.72,3.75
O001627,C01154,P03765,2025-01-18,LV,Paid Search,Electronics,completed,183.05,0.0,0,125.83,3.71,3.49,2.04,22.55,183.05,25.43
O001628,C01154,P03765,2025-02-15,LV,Paid Search,Beauty,completed,41.17,0.0,0,17.72,3.52,0.94,2.28,0.68,41.17,16.03
